,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0.1,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
268,970,155,Al1 Co0.362 Cr0.34 Cu0.106 Fe0.213 Ni0.106,No Data,,,,,841.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,970,Al1 Co0.362 Cr0.34 Cu0.106 Fe0.213 Ni0.106,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.20633843328671567,0.1811341965602775,0.6125273701530067,,,Al1 Co0.362 Cr0.34 Cu0.106 Fe0.213 Ni0.106,1103.56,1412.37,5452.916375807413,0.0002709909517724707,71.16515949644999,-7621.974195823832,-98215.22223480466,0.4701457451810061,0.1701927597555242,0.10014104372355427,0.04983544898918664,,0.15984955336154208,,,,,0.04983544898918664,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.5999754403975865,150.65397273154682,8.208904560413728,1423.297940761636,2.3495882243852897,133.57616361071928,0.06785272413131252,57.7621062529384,124.91302303714151,2.1625427315643817,5.748942172073343,1.4786519652244956,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
269,973,155,Al1 Co0.457 Cr0.391 Cu0.109 Fe0.109 Ni0.109,No Data,,,,,840.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,973,Al1 Co0.457 Cr0.391 Cu0.109 Fe0.109 Ni0.109,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.20754079956840066,0.12585035018766005,0.6666088502439395,,,Al1 Co0.457 Cr0.391 Cu0.109 Fe0.109 Ni0.109,1018.23,1444.03,5529.006462532523,0.0002225591156559401,69.93626905775668,-9524.738560950736,-98553.60907147496,0.4597701149425287,0.2101149425287356,0.050114942528735634,0.050114942528735634,,0.17977011494252873,,,,,0.050114942528735634,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.678916571267853,153.36597701149427,9.482124137931033,1437.8885425287356,2.3820267236570216,133.43452873563214,0.06748835642797242,58.709885057471254,126.08275862068965,2.1475558757655016,5.802298850574712,1.4436018736083032,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
270,974,155,Al1 Co0.512 Cr0.512 Fe0.186 Ni0.116,No Data,,,,,882.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,974,Al1 Co0.512 Cr0.512 Fe0.186 Ni0.116,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.2605564169581963,0.7394435830418038,,,,Al1 Co0.512 Cr0.512 Fe0.186 Ni0.116,1344.24,1462.2,5652.275440180079,0.0001224764029033374,69.26222745125594,-9776.437803075705,-97947.25334852454,0.4299226139294927,0.22012037833190026,0.07996560619088564,0.04987102321582115,,0.22012037833190026,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.7620262315740325,164.36027515047292,9.716887360275154,1501.285468615649,2.3401657701751257,132.72307824591573,0.06838010117446912,63.34823731728289,130.0859845227859,2.053505985829465,5.730008598452279,1.3807939665688993,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
271,975,155,Al1 Co0.512 Cr0.535 Fe0.163 Ni0.116,No Data,,,,,883.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,975,Al1 Co0.512 Cr0.535 Fe0.163 Ni0.116,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.2754289853253183,0.7245710146746818,,,,Al1 Co0.512 Cr0.535 Fe0.163 Ni0.116,1345.13,1460.44,5638.215152890757,0.00013241522871875537,69.06558031238018,-9645.407179301923,-97565.89091696187,0.4299226139294927,0.22012037833190026,0.07007738607050731,0.04987102321582115,,0.23000859845227856,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.755251143678912,165.0326741186586,9.804101461736886,1504.9342218400686,2.3371334943355944,132.73088993981082,0.06832280287571765,63.67454858125537,129.98710232158209,2.0414295070455823,5.7102321582115225,1.3699242748277198,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
272,976,155,Al1 Co0.465 Cr0.488 Fe0.209 Ni0.163,No Data,,,,,828.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,976,Al1 Co0.465 Cr0.488 Fe0.209 Ni0.163,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.25699150985502844,0.7430084901449715,,,,Al1 Co0.465 Cr0.488 Fe0.209 Ni0.163,1347.95,1469.36,5649.79228224571,0.00011225109558699187,69.28568844587288,-10869.562243098217,-99070.2436346944,0.4301075268817205,0.20000000000000004,0.08989247311827958,0.07010752688172044,,0.2098924731182796,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.7696422419117575,163.45634408602155,9.346933333333336,1496.5346236559144,2.349000263540294,132.70831397849466,0.06851200815223563,63.01978494623657,130.1720430107527,2.06557421803018,5.7698924731182775,1.4153438203746864,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
273,977,155,Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116,No Data,,,,,848.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,977,Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.30430695675310176,0.6956930432468982,,,,Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116,1347.11,1457.04,5608.707668853353,0.00015521571071268082,68.65283746254889,-9350.494609355972,-96745.55669918073,0.4301075268817204,0.2202150537634409,0.049892473118279566,0.049892473118279566,,0.2498924731182796,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.740782616120307,166.35827956989243,9.982744086021508,1512.1032258064515,2.3314723718348938,132.75022365591394,0.06820739075265712,64.31956989247311,129.7720430107527,2.017613662959818,5.669677419354839,1.3417847369160796,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
274,978,155,Al1 Co0.404 Cr0.404 Cu0.106 Fe0.106 Ni0.106,No Data,,,,,878.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,978,Al1 Co0.404 Cr0.404 Cu0.106 Fe0.106 Ni0.106,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.23253194115406625,0.16050264086604085,0.6069654179798929,,,Al1 Co0.404 Cr0.404 Cu0.106 Fe0.106 Ni0.106,1021.36,1424.19,5426.302347848138,0.00031643502747350486,70.45773079126931,-7631.090823582065,-97323.7821208679,0.4703668861712136,0.1900282220131703,0.04985888993414864,0.04985888993414864,,0.1900282220131703,,,,,0.04985888993414864,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.597217916203223,152.63311382878643,9.027789275634996,1433.3742803386644,2.3645425065643386,133.62375352775166,0.06750417563598718,58.60583254938853,124.78833490122295,2.1292818389033354,5.707431796801505,1.4344001307257956,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
275,979,155,Al1 Co0.674 Cr0.419 Fe0.116 Ni0.116,No Data,,,,,782.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,979,Al1 Co0.674 Cr0.419 Fe0.116 Ni0.116,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.17620040917334662,0.8237995908266533,,,,Al1 Co0.674 Cr0.419 Fe0.116 Ni0.116,1402.93,1515.56,5796.299965098579,6.535538875132028e-05,67.52607645991232,-15283.022364063081,-101243.71769753145,0.4301075268817204,0.2898924731182796,0.049892473118279566,0.049892473118279566,,0.18021505376344085,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.855322606572144,161.48086021505378,11.306615053763439,1483.3961290322584,2.4321151196392643,132.76346236559138,0.0681151658361304,61.53247311827956,131.16559139784945,2.1316482948071833,5.878709677419355,1.3298094197328183,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
277,1080,163,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,No Data,CAST,,,8.49,612.0,C,25.0,2134.0,,,,,,,,10.1016/j.ijrmhm.2019.02.009,2019,1080,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,SS+IM,BCC_B2#1,C16_THETA#1,M5SI3_D88#1,,,0.6566753927160024,0.2463893698247277,0.0969352374592699,,,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,1331.05,1766.27,9744.78324089173,0.0,79.77503091562119,-2948.8057615454222,-104502.42011713117,,,,,0.14893617021276595,,,0.2127659574468085,0.10638297872340426,0.2127659574468085,,,0.10638297872340426,,,,,0.2127659574468085,,,,,No Data,0,0,0,0,0,0,1,0,7.695027938152645,119.23404255319151,2671.787234042553,2322.851063829788,2.4996600271616107,140.73191489361702,0.09431994542261783,30.957446808510642,139.36170212765956,4.501718213058418,4.531914893617022,1.7481624324004934,282.0,10.951691690357736,1209.0,42.45,47.0,130.0,2.0
278,1106,165,Al1 Co1 Ni1 Ti1,No Data,POWDER,,,,672.0,C,25.0,,,,,,,,,10.1016/j.jallcom.2019.02.083,2019,1106,Al1 Co1 Ni1 Ti1,SS+IM,BCC_B2#2,HEUSLER_L21#1,,,,0.09425288010061056,0.9057471198993894,,,,Al1 Co1 Ni1 Ti1,1422.34,1545.33,6612.759679780126,1.2720742705340065e-06,68.38474582372055,-27893.80510571564,-114947.58653931187,0.25,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,6.2357578566211656,148.75,13.75,1592.58,3.4560250000000012,134.7525,0.07395035096817887,55.25,136.5,2.4705882352941178,6.5,1.3862943611198906,139.0,6.2092815083459785,1007.68,21.56,50.0,104.0,7.0
279,1107,165,Al1 Fe1 Ni1 Ti1,No Data,POWDER,,,,666.0,C,25.0,,,,,,,,,10.1016/j.jallcom.2019.02.083,2019,1107,Al1 Fe1 Ni1 Ti1,SS+IM,BCC_B2#2,C14_LAVES#1,HEUSLER_L21#1,,,0.5092978412844077,0.25737069616305475,0.2333314625525376,,,Al1 Fe1 Ni1 Ti1,1188.24,1231.87,5993.2039445573755,1.4142519525639874e-05,69.40903775400899,-17691.74857019189,-106049.45363104533,0.25,,0.25,0.25,,,,,,0.25,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.9960845092328,149.25,6.795,1603.33,3.110050000000001,134.5075,0.07589446634491037,57.0,134.0,2.3508771929824563,6.25,1.3862943611198906,141.0,6.2092815083459785,1007.68,22.03,56.0,104.0,7.0
280,1108,165,Al1 Co1 Fe1 Ni1 Ti1,No Data,POWDER,,,,667.0,C,25.0,,,,,,,,,10.1016/j.jallcom.2019.02.083,2019,1108,Al1 Co1 Fe1 Ni1 Ti1,SS+IM,BCC_B2#2,C14_LAVES#1,,,,0.7945932473539634,0.20540675264603656,,,,Al1 Co1 Fe1 Ni1 Ti1,1164.96,1362.76,6493.92463751437,5.571114838230678e-07,72.19946363609661,-14909.56411897252,-106819.4813277235,0.2,0.2,0.2,0.2,,,,,,0.2,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,6.563980051164349,161.2,11.036,1636.264,3.0717360000000014,132.626,0.07446256640133002,60.60000000000001,143.2,2.3630363036303623,6.8,1.6094379124341005,141.0,6.2092815083459785,1007.68,22.03,56.0,104.0,7.0
289,1186,181,Al1 Co1 Cr1 Fe1 Ni1 Ti1,No Data,CAST,30.49,,,703.0,C,25.0,1448.0,,6.18,,,,,,10.1016/j.jallcom.2019.07.100,2019,1186,Al1 Co1 Cr1 Fe1 Ni1 Ti1,SS+IM,BCC_B2#1,BCC_B2#3,,,,0.0979042089978684,0.9020957910021316,,,,Al1 Co1 Cr1 Fe1 Ni1 Ti1,1223.44,1306.09,6418.029530315465,8.765046547122247e-07,75.38062258312809,-3625.190479664289,-99584.72302798633,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,6.668600250105838,180.83333333333331,10.696666666666667,1726.8866666666665,2.6899222222222234,131.33999999999997,0.0720475090187495,69.66666666666666,146.0,2.0956937799043067,6.666666666666668,1.7917594692280547,209.0,6.2092815083459785,1246.6799999999996,22.03,89.0,104.0,7.0
291,1228,184,Nb1 Ti1 Zr1,BCC,CAST,,,,372.0,C,25.0,1223.0,,48.0,,,,,,10.1007/s12598-019-01310-6,,1228,Nb1 Ti1 Zr1,SS,BCC_B2#1,,,,,1.0,,,,,Nb1 Ti1 Zr1,1691.1,1824.75,6405.944998074842,0.0,87.14061315171575,33929.128697437205,-77000.87184469696,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,BCC,1,0,0,0,0,0,0,0,6.528971352850932,96.33333333333331,586.9999999999999,2272.9,2.404066666666665,149.76666666666662,0.05028249128770081,38.33333333333333,123.0,3.2086956521739136,4.333333333333333,1.0986122886681096,48.0,4.076735259200634,809.0,17.349999999999994,11.0,81.0,1.0
292,1229,184,Hf1 Nb1 Ti1 Zr1,BCC,CAST,,,,351.0,C,25.0,1000.0,,52.0,,,,,,10.1007/s12598-019-01310-6,,1229,Hf1 Nb1 Ti1 Zr1,SS,BCC_B2#1,,,,,1.0,,,,,Hf1 Nb1 Ti1 Zr1,1777.19,1825.81,8217.325235014867,0.0,93.28470029395164,36272.53486625152,-82478.88860794889,,,,,,,,0.25,,0.25,,,,0.25,,,,0.25,,,,,BCC,1,0,0,0,0,0,0,0,8.216855002733437,91.75,3490.25,2331.175,2.2890687499999993,151.7625,0.04863690264843888,36.25,119.75,3.303448275862069,4.25,1.3862943611198906,48.0,8.778626253132835,809.0,17.349999999999994,14.0,81.0,1.0
307,1365,196,C0.053 Co1 Cr1 Fe1 Mn1 Ni1,No Data,ANNEAL,,,,345.0,C,800.0,,,,,,,,,10.1007/s40195-019-00916-0,,1365,C0.053 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,FCC_L12#2,M7C3#1,,,,0.981814441526452,0.01818555847354789,,,,C0.053 Co1 Cr1 Fe1 Mn1 Ni1,1220.39,1307.79,7395.523302845229,0.0,89.40582791400713,32395.99640618975,-81417.62252834132,,0.19790223629527007,0.19790223629527007,0.19790223629527007,,0.19790223629527007,0.19790223629527007,,,,,0.010488818523649315,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.996529324273869,217.09875321591136,10.776172570750052,1832.0455175143481,0.12079379123542575,126.22539085691669,0.05155234740184008,68.869978230754,160.64694241044927,2.332612068965517,7.958044725905403,1.6507926464696352,279.0,6.636925111370555,3223.0,57.7,115.0,147.0,6.0
308,1402,205,Mo1 Nb1 Si0.25 Ta1 W1,No Data,POWDER,,,,567.0,C,25.0,1826.0,,16.5,10.5,,,,,10.1007/s10853-019-03567-9,,1402,Mo1 Nb1 Si0.25 Ta1 W1,SS+IM,BCC_B2#1,TA5SI3_D8L#1,,,,0.841714165493242,0.15828583450675793,,,,Mo1 Nb1 Si0.25 Ta1 W1,1841.21,2780.13,12972.05994244523,0.0,80.30630080818494,9634.37743986147,-92595.54348895796,,,,,0.05882352941176471,,,0.2352941176470588,0.2352941176470588,,,,,,,,0.2352941176470588,,0.2352941176470588,,,,No Data,0,0,0,0,0,0,1,0,13.054147782048247,245.35294117647052,168.11764705882354,3071.2352941176478,0.6778006920415219,138.27882352941177,0.0473530018754883,67.76470588235293,220.0,3.2465277777777777,5.411764705882354,1.5284657100610246,364.0,17.085124491936654,2008.0,27.700000000000006,161.0,210.0,2.0
309,1403,205,Mo1 Nb1 Si0.5 Ta1 W1,No Data,POWDER,,,,697.0,C,25.0,1883.0,,11.0,5.8,,,,,10.1007/s10853-019-03567-9,,1403,Mo1 Nb1 Si0.5 Ta1 W1,SS+IM,BCC_B2#1,TA5SI3_D8L#1,,,,0.6998022517164629,0.300197748283537,,,,Mo1 Nb1 Si0.5 Ta1 W1,1716.13,2698.56,12452.420904272898,0.0,77.53182352810538,3044.960202402412,-95653.05114887572,,,,,0.1111111111111111,,,0.2222222222222222,0.2222222222222222,,,,,,,,0.2222222222222222,,0.2222222222222222,,,,No Data,0,0,0,0,0,0,1,0,12.458295919824634,234.3333333333333,158.88888888888889,2994.333333333333,0.8128222222222217,137.0022222222222,0.060278067994085915,64.0,213.33333333333331,3.333333333333333,5.333333333333333,1.5810937501718234,364.0,17.085124491936654,2008.0,27.700000000000006,161.0,210.0,2.0
310,1404,205,Mo1 Nb1 Si0.75 Ta1 W1,No Data,POWDER,,,,682.6,C,25.0,2483.0,,6.2,1.6,,,,,10.1007/s10853-019-03567-9,,1404,Mo1 Nb1 Si0.75 Ta1 W1,SS+IM,BCC_B2#1,TA5SI3_D8L#1,W5SI3_D8M#1,,,0.5836996026572985,0.3790009031383661,0.03729949420433528,,,Mo1 Nb1 Si0.75 Ta1 W1,1665.91,2612.35,12126.475423396936,0.0,75.42510708640127,-1410.4541833644912,-97426.61550435328,,,,,0.15789473684210525,,,0.21052631578947367,0.21052631578947367,,,,,,,,0.21052631578947367,,0.21052631578947367,,,,No Data,0,0,0,0,0,0,1,0,11.925165306256142,224.4736842105263,150.6315789473684,2925.5263157894733,0.9164110803324096,135.86,0.06908427742635652,60.631578947368425,207.36842105263162,3.420138888888889,5.2631578947368425,1.6035681031705151,364.0,17.085124491936654,2008.0,27.700000000000006,161.0,210.0,2.0
313,1449,208,Al0.5 Co1 Fe1 Ni1 Ti0.5,FCC,,,,,733.0,,,,,,,,,,,10.1016/j.msea.2019.05.056,2019,1449,Al0.5 Co1 Fe1 Ni1 Ti0.5,SS+IM,BCC_B2#2,FCC_L12#1,FCC_L12#2,,,0.4386261455865585,0.0997172282155059,0.4616566261979356,,,Al0.5 Co1 Fe1 Ni1 Ti0.5,1093.04,1265.79,7051.197023589398,1.7236343932599654e-07,78.94631552117477,2878.811963110167,-97619.84769534534,0.125,0.25,0.25,0.25,,,,,,0.125,,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,7.304970851549423,178.25,12.17,1686.04,2.4069187500000004,129.6175,0.06730244005534339,67.0,155.75,2.3246268656716422,7.625,1.5595811562598771,141.0,6.2092815083459785,1007.68,22.03,56.0,104.0,7.0
314,1450,208,Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,No Data,,,,,640.0,,,,,,,,,,,10.1016/j.msea.2019.05.056,2019,1450,Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,SS+IM,BCC_B2#2,FCC_L12#1,SIGMA#1,,,0.5757363834167292,0.386467637135536,0.037795979447734857,,,Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,1143.87,1238.48,6955.77658289994,1.918399945520968e-07,80.75041233408568,11494.644107205842,-91300.63079408523,0.1,0.2,0.2,0.2,,0.2,,,,0.1,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.282316930202193,198.4,11.536,1784.832,1.9561600000000008,128.67600000000002,0.06237836529251532,76.60000000000002,156.6,2.044386422976501,7.300000000000002,1.7480673485460896,209.0,6.2092815083459785,1246.6799999999996,22.03,89.0,104.0,7.0
315,1452,208,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,No Data,,,,,385.0,,,,,,,,,,,10.1016/j.msea.2019.05.056,2019,1452,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,FCC_L12#1,,0.07456940246843667,0.24972208495380546,0.0902474599615994,0.5854610526161584,,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,1185.57,1301.63,7564.313256606779,3.495251020273877e-07,85.82502406446287,18228.910778551435,-91026.3448555098,0.08771929824561403,0.17543859649122806,0.17543859649122806,0.17543859649122806,,0.17543859649122806,0.17543859649122806,,,,,,,,,,0.03508771929824561,,,,,,No Data,0,0,0,0,0,0,1,0,7.889587330843241,205.12280701754383,23.540350877192978,1777.3087719298246,1.2413819636811323,128.75526315789472,0.051482693102538266,65.75438596491227,155.78947368421052,2.369263607257204,7.456140350877192,1.8577400647995908,209.0,13.979071806451614,2356.68,19.049999999999983,115.0,124.0,7.0
316,1453,208,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,No Data,,,,,486.0,,,,,,,,,,,10.1016/j.msea.2019.05.056,2019,1453,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,FCC_L12#1,SIGMA#1,0.07904811958577015,0.253106690808147,0.19517355572307926,0.3160524263823568,0.1566192075006467,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,1179.42,1260.64,8180.517232668967,3.405407387421679e-07,84.0432594232687,14435.93417064526,-92551.13507517576,0.0847457627118644,0.1694915254237288,0.1694915254237288,0.1694915254237288,,0.1694915254237288,0.1694915254237288,,,,,,,,,,0.06779661016949153,,,,,,No Data,0,0,0,0,0,0,1,0,8.187473380863867,204.47457627118644,36.301694915254224,1828.586440677966,1.5922766446423442,129.2381355932203,0.05421605648610953,65.86440677966102,157.28813559322032,2.3880597014925367,7.372881355932202,1.895815042950595,209.0,13.979071806451614,2356.68,19.049999999999983,115.0,124.0,7.0
317,1454,208,Al0.55 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,No Data,,,,,570.0,,,,,,,,,,,10.1016/j.msea.2019.05.056,2019,1454,Al0.55 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,SIGMA#1,,0.08592806883011056,0.29441275913344195,0.29311925931737354,0.3265399127190739,,Al0.55 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,1173.37,1345.98,8755.590936079701,3.497867311608003e-07,81.66071798591437,9487.769681543065,-94466.32431452592,0.0894308943089431,0.1626016260162602,0.1626016260162602,0.1626016260162602,,0.1626016260162602,0.1626016260162602,,,,,,,,,,0.0975609756097561,,,,,,No Data,0,0,0,0,0,0,1,0,8.418934277786526,202.78048780487808,47.850406504065035,1868.8334959349595,1.9257716967413576,129.7989430894309,0.05688710313476771,65.64227642276424,158.0162601626016,2.407233093881595,7.260162601626017,1.9197538256680504,209.0,13.979071806451614,2356.68,19.049999999999983,115.0,124.0,7.0
318,1456,208,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,No Data,,,,,200.0,,,,,,,,,,,10.1016/j.msea.2019.05.056,2019,1456,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,SS+IM,C14_LAVES#1,FCC_L12#1,,,,0.09525508639754353,0.9047449136024566,,,,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,1147.67,1266.49,7969.259555845968,0.0,89.48593120217869,30016.848553534663,-83898.74186683881,,0.1923076923076923,0.1923076923076923,0.1923076923076923,,0.1923076923076923,0.1923076923076923,,,,,,,,,,0.038461538461538464,,,,,,No Data,0,0,0,0,0,0,1,0,8.388763612655092,218.11538461538456,25.611538461538462,1858.461538461538,0.6405325443786981,127.36923076923073,0.040235937348879335,69.57692307692308,163.46153846153842,2.349364289662797,7.884615384615384,1.7105600837579242,93.0,9.485524561638336,1771.0,18.879999999999995,115.0,80.0,5.0
319,1457,208,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,No Data,,,,,290.0,,,,,,,,,,,10.1016/j.msea.2019.05.056,2019,1457,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,SS+IM,C14_LAVES#1,FCC_L12#1,,,,0.2145899984942448,0.7854100015057552,,,,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,1139.82,1208.9,8512.44266770226,0.0,88.47063470538357,26743.477646580566,-85879.64033337269,,0.1851851851851852,0.1851851851851852,0.1851851851851852,,0.1851851851851852,0.1851851851851852,,,,,,,,,,0.07407407407407407,,,,,,No Data,0,0,0,0,0,0,1,0,8.695743693906815,216.9259259259259,39.477777777777774,1911.4814814814813,1.1091358024691356,127.94814814814815,0.04557600969914112,69.55555555555556,164.8148148148148,2.3695420660276887,7.777777777777778,1.7542723411164625,93.0,9.485524561638336,1771.0,18.879999999999995,115.0,80.0,5.0
320,1458,208,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,No Data,,,,,345.0,,,,,,,,,,,10.1016/j.msea.2019.05.056,2019,1458,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,SS+IM,C14_LAVES#1,FCC_L12#1,,,,0.32070292849614324,0.6792970715038568,,,,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,1131.46,1253.0,9018.768970431125,0.0,87.56133238750404,23820.678947786528,-87644.89718150612,,0.17857142857142858,0.17857142857142858,0.17857142857142858,,0.17857142857142858,0.17857142857142858,,,,,,,,,,0.10714285714285716,,,,,,No Data,0,0,0,0,0,0,1,0,8.980796626497703,215.8214285714286,52.353571428571435,1960.7142857142856,1.5103571428571425,128.4857142857143,0.04958718428560046,69.53571428571428,166.07142857142858,2.3882896764252703,7.678571428571429,1.7774979145731742,93.0,9.485524561638336,1771.0,18.879999999999995,115.0,80.0,5.0
321,1460,208,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.5,No Data,,,,,340.0,,,,,,,,,,,10.1016/j.msea.2019.05.056,2019,1460,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.693264294192798,188.0,28.196666666666665,1733.7966666666666,0.8584805555555556,127.3175,0.04099231499087506,72.08333333333333,158.0,2.1919075144508677,7.999999999999999,1.907283999321379,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
