,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0.1,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
42,93,10,Al1 Co1 Cr1 Fe0.6 Mo0.5 Ni1,BCC+Sec.,CAST,,7.1,,754.0,,25.0,,,,,,,,,10.1016/j.wear.2009.10.013,2009,93,Al1 Co1 Cr1 Fe0.6 Mo0.5 Ni1,SS+IM,BCC_B2#2,SIGMA#1,,,,0.5312273242850282,0.4687726757149718,,,,Al1 Co1 Cr1 Fe0.6 Mo0.5 Ni1,1366.96,1534.14,7362.442581868049,5.262094723835415e-07,74.84712717018405,695.8891303475943,-94584.5037572967,0.19607843137254904,0.19607843137254904,0.1176470588235294,0.19607843137254904,,0.19607843137254904,,,0.09803921568627452,,,,,,,,,,,,,,BCC+Sec.,0,0,1,0,0,0,0,0,7.34765622829835,205.70588235294116,21.19764705882353,1792.9254901960785,1.8496247597078048,129.48470588235296,0.05839889154045835,68.86274509803923,159.41176470588238,2.3149202733485192,7.019607843137258,1.7572932778752934,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
43,94,10,Al0.667 Co0.667 Cr0.667 Fe1 Mo0.333 Ni0.667,BCC+Sec.,CAST,,7.2,,635.0,,25.0,,,,,,,,,10.1016/j.wear.2009.10.013,2009,94,Al0.667 Co0.667 Cr0.667 Fe1 Mo0.333 Ni0.667,SS+IM,BCC_B2#2,SIGMA#1,,,,0.5179245084971655,0.4820754915028346,,,,Al0.667 Co0.667 Cr0.667 Fe1 Mo0.333 Ni0.667,1331.36,1610.33,7485.3010010555545,5.961810448454746e-07,78.2018036362282,7725.319067254054,-91825.57696166444,0.16670832291927018,0.16670832291927018,0.2499375156210947,0.16670832291927018,,0.16670832291927018,,,0.08322919270182454,,,,,,,,,,,,,,BCC+Sec.,0,0,1,0,0,0,0,0,7.426631852822847,206.48412896775804,18.035741064733816,1795.4972356910769,1.6247463022772175,128.6796225943514,0.05618770176541681,70.83829042739316,160.99025243689076,2.272644518459975,7.16670832291927,1.7481085139688302,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
44,95,10,Al0.5 Co0.5 Cr0.5 Fe1 Mo0.25 Ni0.5,BCC+Sec.,CAST,,7.2,,639.0,,25.0,,,,,,,,,10.1016/j.wear.2009.10.013,2009,95,Al0.5 Co0.5 Cr0.5 Fe1 Mo0.25 Ni0.5,SS+IM,BCC_B2#2,SIGMA#1,,,,0.5286495954193349,0.4713504045806651,,,,Al0.5 Co0.5 Cr0.5 Fe1 Mo0.25 Ni0.5,1326.45,1620.03,7493.148930767908,5.88482568975461e-07,79.64494497416446,11207.581251730337,-90180.43370038102,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.15384615384615385,,0.15384615384615385,,,0.07692307692307693,,,,,,,,,,,,,,BCC+Sec.,0,0,1,0,0,0,0,0,7.461640480829769,206.84615384615387,16.67076923076923,1796.8184615384616,1.5209313609467459,128.32923076923078,0.05495100951680955,71.69230769230771,161.69230769230768,2.2553648068669516,7.230769230769232,1.711845135233912,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
45,96,11,Al1 Co1 Cr1 Fe1 Mo0.5,No Data,CAST,,6.8,,857.0,,25.0,,,,,,,,,10.1016/j.intermet.2012.09.008,2012,96,Al1 Co1 Cr1 Fe1 Mo0.5,SS+IM,BCC_B2#2,SIGMA#1,SIGMA#2,,,0.5121031662106031,0.4045453965221387,0.08335143726725833,,,Al1 Co1 Cr1 Fe1 Mo0.5,1363.97,1664.48,6953.09435844989,1.4453172830035794e-05,77.64935935947781,10844.531618713343,-88003.10284590191,0.2222222222222222,0.2222222222222222,0.2222222222222222,,,0.2222222222222222,,,0.1111111111111111,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.048079730602318,207.44444444444443,20.928888888888885,1808.96,1.804298765432099,130.0955555555555,0.06036124218448319,68.44444444444447,155.77777777777774,2.2759740259740253,6.4444444444444455,1.5810937501718236,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,6.0
46,98,11,Al1 Co1 Cr1 Fe1 Mo0.5 Ni0.5,No Data,CAST,,7.0,,708.0,,25.0,,,,,,,,,10.1016/j.intermet.2012.09.008,2012,98,Al1 Co1 Cr1 Fe1 Mo0.5 Ni0.5,SS+IM,BCC_B2#2,SIGMA#1,,,,0.4920646162468498,0.5079353837531503,,,,Al1 Co1 Cr1 Fe1 Mo0.5 Ni0.5,1377.31,1617.2,7239.4490757768335,3.77220336661317e-06,76.10780899523981,4387.481386095339,-92497.75946484492,0.2,0.2,0.2,0.1,,0.2,,,0.1,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.2340153083766845,206.7,20.236,1800.8639999999998,1.7852050000000004,129.545,0.058903472657894036,69.2,158.2,2.2861271676300574,6.800000000000002,1.7480673485460894,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
47,99,11,Al0.667 Co0.667 Cr0.667 Fe0.667 Mo0.333 Ni1,FCC+Sec.,CAST,,7.2,,586.0,,25.0,,,,,,,,,10.1016/j.intermet.2012.09.008,2012,99,Al0.667 Co0.667 Cr0.667 Fe0.667 Mo0.333 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,SIGMA#1,,,0.5690806408125219,0.013137554038129648,0.4177818051493485,,,Al0.667 Co0.667 Cr0.667 Fe0.667 Mo0.333 Ni1,1307.38,1541.92,7512.877764184386,1.6151096815405365e-07,77.60143239444696,5919.4598293159115,-92867.16360881508,0.16670832291927018,0.16670832291927018,0.16670832291927018,0.2499375156210947,,0.16670832291927018,,,0.08322919270182454,,,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.512405085542157,205.568607848038,19.18596850787303,1788.5892126968258,1.6892386295827944,128.71874031492126,0.055987733619208814,70.3389152711822,161.82254436390903,2.3006118837634046,7.333166708322919,1.7481085139688302,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
48,100,11,Al0.5 Co0.5 Cr0.5 Fe0.5 Mo0.25 Ni1,FCC+Sec.,CAST,,7.4,,395.0,,25.0,,,,,,,,,10.1016/j.intermet.2012.09.008,2012,100,Al0.5 Co0.5 Cr0.5 Fe0.5 Mo0.25 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,SIGMA#1,,,0.4523353391068875,0.2246141673212679,0.32305049357184457,,,Al0.5 Co0.5 Cr0.5 Fe0.5 Mo0.25 Ni1,1305.86,1496.33,7539.715192095244,1.441840384700889e-07,78.8904958292465,8484.34508341365,-91943.25610721712,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3076923076923077,,0.15384615384615385,,,0.07692307692307693,,,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.620189200677293,205.15384615384616,18.796923076923076,1784.0492307692314,1.6309905325443792,128.40153846153848,0.05459886800972514,70.76923076923076,163.23076923076925,2.3065217391304347,7.538461538461537,1.711845135233912,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
50,115,15,Al1 Co1 Cr1 Fe1 Ni1 Ti1 V1 Zr1,No Data,CAST,,6.3,,780.0,,25.0,,,,,,,,,10.1002/adem.200300567,,115,Al1 Co1 Cr1 Fe1 Ni1 Ti1 V1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,C14_LAVES#2,,0.2892899445060649,0.2310831514900868,0.3352494376414298,0.14437746636241852,,Al1 Co1 Cr1 Fe1 Ni1 Ti1 V1 Zr1,1134.71,1518.03,7146.17293147023,1.245561972904404e-06,77.09138201550226,-9122.19133818322,-107259.52064391764,0.125,0.125,0.125,0.125,,0.125,,,,0.125,,,0.125,0.125,,,,,,,,,No Data,0,0,0,0,0,0,1,0,6.58009966797483,160.125,231.7725,1834.0025,5.8889,134.98624999999998,0.09322050312588584,62.25,140.625,2.2590361445783134,6.125,2.079441541679836,211.0,6.2092815083459785,1249.6799999999996,36.13,89.0,104.0,7.0
51,116,15,Al1 Co1 Fe1 Ni1 Ti1 V1 Zr1,BCC,CAST,,6.2,,790.0,,25.0,,,,,143.0,,,,10.1002/adem.200300567,,116,Al1 Co1 Fe1 Ni1 Ti1 V1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,C14_LAVES#2,HEUSLER_L21#1,0.25886002937641706,0.2886459369453305,0.16803865774600926,0.2729997624593636,0.011455613472879765,Al1 Co1 Fe1 Ni1 Ti1 V1 Zr1,1110.43,1282.65,6976.917693639678,3.080719922694781e-06,78.51192327233144,-10274.606392549398,-110220.28471822737,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,0.14285714285714285,,,0.14285714285714285,0.14285714285714285,,,,,,,,,BCC,1,0,0,0,0,0,0,0,6.492728014140767,143.14285714285714,263.59714285714284,1784.5742857142857,6.317420408163265,136.4257142857143,0.09398080351785544,54.71428571428571,137.85714285714286,2.5195822454308097,6.1428571428571415,1.9459101490553132,143.0,6.2092815083459785,1249.6799999999996,36.13,56.0,104.0,7.0
52,117,15,Al1 Fe1 Ni1 Ti1 V1 Zr1,BCC,CAST,,5.9,,800.0,,25.0,,,,,132.0,,,,10.1002/adem.200300567,,117,Al1 Fe1 Ni1 Ti1 V1 Zr1,SS+IM,BCC_B2#1,C14_LAVES#1,C14_LAVES#2,,,0.1412135835726092,0.5501564065464304,0.30863000988096034,,,Al1 Fe1 Ni1 Ti1 V1 Zr1,1191.95,1566.23,7310.749220896298,1.478903508061614e-06,78.82146605326074,-8812.971766148568,-109152.69805194953,0.16666666666666666,,0.16666666666666666,0.16666666666666666,,,,,,0.16666666666666666,,,0.16666666666666666,0.16666666666666666,,,,,,,,,BCC,1,0,0,0,0,0,0,0,6.102255646682467,132.16666666666666,302.86333333333334,1787.3366666666666,6.271555555555555,138.31333333333333,0.0933881929218906,51.33333333333334,130.83333333333334,2.5487012987012987,5.666666666666668,1.7917594692280547,143.0,6.2092815083459785,1249.6799999999996,36.13,56.0,104.0,7.0
53,118,15,Co1 Cr1 Cu1 Fe1 Ni1 Ti1 V1 Zr1,No Data,CAST,,7.1,,680.0,,25.0,,,,,168.0,,,,10.1002/adem.200300567,,118,Al1 Fe1 Ni1 Ti1 V1 Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.360024510801835,167.625,232.3975,1887.04,5.9498609375,133.065,0.09287686408344108,65.0,148.625,2.2865384615384614,7.125,2.079441541679836,211.0,4.435673043367915,825.3800000000001,36.13,82.0,91.0,7.0
54,119,15,Co1 Cr1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,No Data,CAST,,7.3,,850.0,,25.0,,,,,193.0,,,,10.1002/adem.200300567,,119,Co1 Cr1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,,,0.3630701275659333,0.1915924738151195,0.4453373986189471,,,Co1 Cr1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,1291.65,1631.3,7729.727414172829,0.0,81.10955335027413,6668.524142462677,-96583.93727243628,,0.125,0.125,0.125,,0.125,,,0.125,0.125,,,0.125,0.125,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.521348541642207,192.5,245.2725,2079.3375,5.74804375,134.1225,0.09114146686570147,61.5,159.875,2.59959349593496,6.5,2.079441541679836,261.0,5.726265290090899,1168.0,36.13,95.0,141.0,6.0
55,120,15,Co1 Cu1 Fe1 Ni1 Ti1 V1 Zr1,No Data,CAST,,7.1,,630.0,,25.0,,,,,,,,,10.1002/adem.200300567,,120,Co1 Cu1 Fe1 Ni1 Ti1 V1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,LIQUID#1,,0.2109240827712736,0.4239679962035436,0.22142972308506365,0.14367819794011913,,Co1 Cu1 Fe1 Ni1 Ti1 V1 Zr1,1125.63,1435.9,7102.735914326997,0.0,79.78642909978211,2418.733171740879,-99149.39107228175,,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,0.14285714285714285,0.14285714285714285,,0.14285714285714285,0.14285714285714285,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.384070691657343,151.71428571428572,264.31142857142856,1845.1885714285715,6.553338775510204,134.23000000000002,0.09531742994815938,57.85714285714285,147.0,2.5407407407407407,7.285714285714286,1.9459101490553132,143.0,4.435673043367915,825.3800000000001,36.13,49.0,91.0,7.0
56,121,15,Co1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,No Data,CAST,,7.3,,790.0,,25.0,,,,,,,,,10.1002/adem.200300567,,121,Co1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,,,0.33540872320138176,0.37804403570788936,0.2865472410907288,,,Co1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,1278.78,1674.57,7495.2987741464685,0.0,78.72876609038754,719.3634605280687,-99502.35577253527,,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,0.14285714285714285,0.14285714285714285,,,0.14285714285714285,0.14285714285714285,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.568441012617768,180.14285714285708,279.0257142857143,2064.9571428571426,6.195697959183674,135.43857142857144,0.09249037187520903,53.85714285714285,159.85714285714286,2.96816976127321,6.571428571428571,1.9459101490553132,261.0,5.726265290090899,1168.0,36.13,62.0,141.0,6.0
57,122,15,Cu1 Fe1 Ni1 Ti1 V1 Zr1,No Data,CAST,,6.8,,590.0,,25.0,,,,,142.0,,,,10.1002/adem.200300567,,122,Cu1 Fe1 Ni1 Ti1 V1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,C14_LAVES#2,CU51ZR14#1,0.33540872320138176,0.37804403570788936,0.2865472410907288,,,Cu1 Fe1 Ni1 Ti1 V1 Zr1,994.93,1598.74,6843.303855641133,0.0,79.72581613911005,4069.7406494226543,-97421.22329566443,,,0.16666666666666666,0.16666666666666666,,,,,,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.16666666666666666,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.142155437118473,142.16666666666666,303.69666666666666,1858.053333333333,6.8953138888888885,135.7516666666667,0.09738496068213592,55.0,141.5,2.5727272727272728,7.0,1.7917594692280547,143.0,4.435673043367915,825.3800000000001,36.13,49.0,91.0,7.0
58,123,15,Fe1 Mo1 Ni1 Ti1 V1 Zr1,BCC+Sec.,CAST,,7.1,,740.0,,25.0,,,,,,,,,10.1002/adem.200300567,,123,Fe1 Mo1 Ni1 Ti1 V1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,,,0.3904421306356751,0.23399401442815665,0.3755638549361682,,,Fe1 Mo1 Ni1 Ti1 V1 Zr1,1155.85,1806.18,7450.197689560454,0.0,81.21434517370909,8339.62107580947,-95046.24033032221,,,0.16666666666666666,0.16666666666666666,,,,,0.16666666666666666,0.16666666666666666,,,0.16666666666666666,0.16666666666666666,,,,,,,,,BCC+Sec.,0,0,1,0,0,0,0,0,7.357254144905638,175.33333333333337,320.86333333333334,2114.45,6.209899999999998,137.16166666666666,0.09287797621280858,50.33333333333334,156.5,3.109271523178808,6.166666666666666,1.7917594692280547,261.0,5.726265290090899,1168.0,36.13,62.0,141.0,6.0
66,131,16,Al0.68 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,,7.2,,486.0,,25.0,,,,,202.0,,,,10.1016/j.actamat.2013.09.037,2013,131,Al0.68 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,SIGMA#1,,0.12323165062326298,0.4363863799728655,0.4281078159640807,0.012274153439790752,,Al0.68 Co1 Cr1 Fe1 Mn1 Ni1,1289.26,1362.01,6962.31575290984,3.632740893056878e-07,83.84609354516688,15289.93318634695,-91446.14389665052,0.11971830985915495,0.17605633802816906,0.17605633802816906,0.17605633802816906,,0.17605633802816906,0.17605633802816906,,,,,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.415646187414818,201.51408450704224,9.602112676056338,1697.298873239437,1.0382469996032535,128.71049295774648,0.05126130727118002,64.38028169014085,151.7042253521127,2.356377160358784,7.401408450704224,1.7831220931119596,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
67,132,16,Al0.75 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,,7.1,,530.0,,25.0,,,,,200.0,,,,10.1016/j.actamat.2013.09.037,2013,132,Al0.75 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,SIGMA#1,,0.1458126824988962,0.5082858289552876,0.25711903239653644,0.08878245614927976,,Al0.75 Co1 Cr1 Fe1 Mn1 Ni1,1299.92,1368.0,6976.645796067223,3.6809728097878093e-07,82.49161172891611,12769.122897099705,-92242.69883381053,0.13043478260869565,0.17391304347826084,0.17391304347826084,0.17391304347826084,,0.17391304347826084,0.17391304347826084,,,,,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.35821584774194,199.91304347826087,9.509565217391305,1687.9982608695652,1.1102601134215504,128.88652173913044,0.05234504309938959,63.91304347826088,150.7826086956522,2.359183673469388,7.3478260869565215,1.7867236033899259,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
68,133,16,Al0.81 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,,7.0,,539.0,,25.0,,,,,199.0,,,,10.1016/j.actamat.2013.09.037,2013,133,Al0.81 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,SIGMA#1,,0.1665231017869377,0.5690555696407584,0.11132106596320243,0.15310026260910148,,Al0.81 Co1 Cr1 Fe1 Mn1 Ni1,1308.73,1372.45,6988.976998126613,3.726472761936123e-07,81.36808526133683,10672.783700386994,-92908.78883729481,0.13941480206540444,0.1721170395869191,0.1721170395869191,0.1721170395869191,,0.1721170395869191,0.1721170395869191,,,,,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.310091284770423,198.57142857142856,9.432013769363166,1680.204681583477,1.1689977515175034,129.03402753872632,0.05320475885228679,63.521514629948356,150.01032702237518,2.3615672248414894,7.302925989672978,1.7889582017357095,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
69,134,16,Al0.88 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,,7.0,,533.0,,25.0,,,,,197.0,,,,10.1016/j.actamat.2013.09.037,2013,134,Al0.88 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,SIGMA#1,,,0.18408345791208536,0.6196146434954277,0.1963018985924869,,,Al0.88 Co1 Cr1 Fe1 Mn1 Ni1,1318.33,1376.9,6982.095023696385,4.0571284096414105e-07,80.35034318203077,8620.527813686764,-93665.45905703836,0.14965986394557826,0.17006802721088435,0.17006802721088435,0.17006802721088435,,0.17006802721088435,0.17006802721088435,,,,,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.255187269475537,197.04081632653057,9.343537414965986,1671.3131972789115,1.2342206950807535,129.20231292517008,0.05413478030634431,63.074829931972786,149.12925170068027,2.3643226919758416,7.2517006802721085,1.7906882868984098,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
70,135,16,Al0.95 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,,6.9,,535.0,,25.0,,,,,196.0,,,,10.1016/j.actamat.2013.09.037,2013,135,Al0.95 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,SIGMA#1,,,0.19123064969883247,0.6318246140073117,0.1769447362938558,,,Al0.95 Co1 Cr1 Fe1 Mn1 Ni1,1327.23,1380.63,6932.262430901143,5.028030827621372e-07,79.8918092138246,7319.518587888981,-94382.75454130974,0.15966386554621848,0.1680672268907563,0.1680672268907563,0.1680672268907563,,0.1680672268907563,0.1680672268907563,,,,,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.2015751133640595,195.5462184873949,9.257142857142854,1662.6309243697476,1.296068780453358,129.36663865546214,0.05499343212763942,62.638655462184865,148.26890756302518,2.367051247652268,7.201680672268907,1.7915809052160545,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
71,136,16,Al1 Co0.8 Cr0.8 Fe0.8 Mn0.8 Ni0.8,BCC,CAST,,6.6,,539.0,,25.0,,,,,190.0,,,,10.1016/j.actamat.2013.09.037,2013,136,Al1 Co0.8 Cr0.8 Fe0.8 Mn0.8 Ni0.8,SS+IM,BCC_B2#1,BCC_B2#2,SIGMA#1,,,0.29495314252450544,0.6730303007200491,0.032016556755445465,,,Al1 Co0.8 Cr0.8 Fe0.8 Mn0.8 Ni0.8,1358.11,1403.47,6683.643878962698,1.1243410859834538e-06,79.08631693998812,3670.2673559394543,-97006.61410866542,0.2,0.16,0.16,0.16,,0.16,0.16,,,,,,,,,,,,,,,,BCC,1,0,0,0,0,0,0,0,6.985410899922585,189.52,8.908800000000003,1627.624,1.5269945600000003,130.0292,0.05800687316431063,60.88,144.8,2.3784494086727994,7.0,1.7879527534854684,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
77,148,18,Al0.2 Cr0.667 Fe1 Mn0.667 Ni0.333,FCC+BCC,CAST,,7.2,,297.0,,25.0,,,,,213.0,,,,10.1016/j.msea.2010.05.052,2010,148,Al0.2 Cr0.667 Fe1 Mn0.667 Ni0.333,SS+IM,BCC_B2#1,BCC_B2#2,SIGMA#1,,,0.43553055753228903,0.16114241858769798,0.40332702388001296,,,Al0.2 Cr0.667 Fe1 Mn0.667 Ni0.333,1423.84,1557.15,6986.381844009293,7.279488048830181e-07,82.84666047105908,23788.945930427606,-81674.85284923059,0.06975933031042902,,0.3487966515521451,0.11614928496686433,,0.2326473665852808,0.2326473665852808,,,,,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.382305703499818,212.68189745378444,4.3875130798744335,1758.0470875479596,0.5834167936037483,128.21850017439832,0.046943378721002835,65.99686083013603,150.6452738053715,2.2826127168852035,7.185559818625741,1.4816869270948545,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
78,149,18,Al0.333 Cr0.667 Fe1 Mn0.667 Ni0.333,BCC,CAST,,7.0,,396.0,,25.0,,,,,206.0,,,,10.1016/j.msea.2010.05.052,2010,149,Al0.333 Cr0.667 Fe1 Mn0.667 Ni0.333,SS+IM,BCC_B2#1,BCC_B2#2,SIGMA#1,,,0.8285597862912488,0.1429636780182208,0.02847653569053048,,,Al0.333 Cr0.667 Fe1 Mn0.667 Ni0.333,1480.55,1599.93,6621.6414232481075,1.4757752858547854e-06,85.06213222304329,23784.230186201705,-84499.86413373241,0.111,,0.3333333333333333,0.111,,0.22233333333333336,0.22233333333333336,,,,,,,,,,,,,,,,BCC,1,0,0,0,0,0,0,0,7.17464164464466,206.3563333333333,4.281666666666667,1721.4841866666668,0.8600447167888889,128.88135,0.05152257830069957,64.22366666666667,147.336,2.294107571975025,7.000000000000001,1.5228008681300615,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
80,151,19,Al1 Cr1 Fe1 Mo1 Ni1,B2+Sec.,CAST,,7.2,,905.0,,25.0,,,,,,,,,10.1016/j.jallcom.2013.03.253,2013,151,Al1 Cr1 Fe1 Mo1 Ni1,SS+IM,BCC_B2#2,SIGMA#1,,,,0.3883491911225989,0.6116508088774011,,,,Al1 Cr1 Fe1 Mo1 Ni1,1350.32,1590.54,7347.434676379933,2.0471158350192605e-06,74.50653576580454,7431.2685397182995,-87415.55149015087,0.2,,0.2,0.2,,0.2,,,0.2,,,,,,,,,,,,,,Other,0,0,0,0,0,0,0,1,7.380460914367074,217.8,27.035999999999998,1909.664,1.8593360000000008,130.61,0.05935810495707106,63.8,163.2,2.557993730407523,6.6000000000000005,1.6094379124341005,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
84,155,20,Al0.3 Co1 Cr1 Cu1 Fe1,FCC,,,7.7,,180.0,,25.0,,,,,194.0,,,,10.3166/acsm.31.633-648,,155,Al0.3 Co1 Cr1 Cu1 Fe1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.7549713668814778,0.24502863311852224,,,,Al0.3 Co1 Cr1 Cu1 Fe1,1070.78,1446.32,7408.187382918318,5.409245704536485e-07,83.3476679215903,30071.550418365747,-76030.0308458187,0.06976744186046513,0.2325581395348837,0.2325581395348837,,,0.2325581395348837,,,,,0.2325581395348837,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,7.825844473408597,197.67441860465118,10.413953488372094,1720.1432558139536,0.6161492698756084,126.71651162790695,0.03709468879109579,76.23255813953489,156.46511627906978,2.052471018913972,8.116279069767442,1.5426131253269075,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
85,156,20,Al0.5 Co1 Cr1 Cu1 Fe1,FCC,,,7.4,,207.0,,25.0,,,,,187.0,,,,10.3166/acsm.31.633-648,,156,Al0.5 Co1 Cr1 Cu1 Fe1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,,,0.11879944548857573,0.6424219130707565,0.2387786414406677,,,Al0.5 Co1 Cr1 Cu1 Fe1,1062.7,1405.99,7231.3768214271095,9.626332466398635e-07,81.840665161779,24878.90174361875,-79304.26500732591,0.1111111111111111,0.2222222222222222,0.2222222222222222,,,0.2222222222222222,,,,,0.2222222222222222,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,7.597947119034879,192.0,10.039999999999996,1685.1733333333332,0.9140246913580248,127.44777777777777,0.04480666861444875,74.0,152.88888888888889,2.066066066066066,7.8888888888888875,1.5810937501718234,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
