,level_0,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Delta_SS,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
85,207,637,214,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.6,BCC+B2,CAST,,,,756.1,C,25.0,1314.5,1314.5,,,,,,,10.1002/maco.201709833,,637,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.6,SS+IM,BCC_B2#1,BCC_B2#3,HEUSLER_L21#1,SIGMA#1,,0.20972712834606774,0.2824429721893556,0.327659436017715,0.1801704634468616,,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.6,1225.19,1434.23,6744.934765153576,6.725476668895604e-06,74.59406651199036,1291.9865716766753,-93666.26009808703,0.19607843137254904,,0.19607843137254904,0.19607843137254904,,0.19607843137254904,,,0.09803921568627452,0.1176470588235294,,,,,,,,,,,,,1257.533321807043,BCC+Sec.,0,0,1,0,0,0,0,0,6.762619587591125,194.921568627451,17.015686274509804,1816.650980392157,2.4055267204921194,131.88431372549022,0.06890565862098419,65.76470588235296,150.3921568627451,2.286821705426356,6.352941176470589,1.7572932778752934,259.0,7.529990989339018,1962.6799999999998,22.03,95.0,154.0,7.0
86,208,638,214,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.75,BCC+B2,CAST,,,,766.2,C,25.0,618.8,618.8,,,,,,,10.1002/maco.201709833,,638,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.75,SS+IM,BCC_B2#1,BCC_B2#3,CR3SI_A15#1,HEUSLER_L21#1,SIGMA#1,0.2100504831438183,0.42372223546092297,0.01865476781445665,0.3057176626440464,0.041854850936755734,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.75,1222.72,1429.64,6705.971993385478,5.659332573426326e-06,74.7075320486333,1012.5600791637272,-94090.12821874648,0.19047619047619047,,0.19047619047619047,0.19047619047619047,,0.19047619047619047,,,0.09523809523809523,0.14285714285714285,,,,,,,,,,,,,1266.2440207532652,BCC+Sec.,0,0,1,0,0,0,0,0,6.698027019352752,192.66666666666669,16.843809523809522,1820.2038095238095,2.4977133786848076,132.29190476190476,0.07004785587249032,65.14285714285714,149.23809523809524,2.29093567251462,6.285714285714285,1.7653395327214005,259.0,7.529990989339018,1962.6799999999998,22.03,95.0,154.0,7.0
87,229,751,159,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,No Data,CAST,,,,280.0,T,25.0,357.0,459.0,9.0,,,,,,10.1016/j.matchar.2018.06.036,2018,751,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,FCC_L12#2,,,0.11318637558170296,0.8359493309861618,0.05086429343213532,,,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,1003.71,1341.12,7557.85199797504,9.711413021009198e-08,85.86822357240844,24823.840539621273,-84486.40806805468,0.07989435457246616,0.17002310993727304,0.17002310993727304,0.3301419610432486,,0.17002310993727304,,,,,0.07989435457246616,,,,,,,,,,,,765.5368034283034,No Data,0,0,0,0,0,0,1,0,7.934600419602225,200.8534169692968,11.662495873225485,1732.6815714757347,0.7919868446112582,126.39210630571145,0.039761213157547395,77.24925718058765,163.3945196434467,2.115159751782143,8.330472103004293,1.6734196367230294,209.0,6.239398742616034,1246.6799999999998,19.049999999999983,89.0,104.0,8.0
88,230,761,159,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,No Data,ANNEAL,,,,345.0,T,25.0,568.0,786.0,12.0,,,,,,10.1016/j.matchar.2018.06.036,2018,761,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,SS+IM,BCC_B2#2,FCC_L12#1,FCC_L12#2,,,0.14864855762895096,0.6062689087290207,0.2450825336420283,,,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,1202.65,1317.22,7427.286967147126,1.1852886626275231e-07,82.32004653376106,12028.935403776397,-92764.48383370145,0.1000719942404608,0.2498200143988481,0.15010799136069114,0.3599712023038157,,0.0799136069114471,,,,0.060115190784737225,,,,,,,,,,,,,1159.347674279608,No Data,0,0,0,0,0,0,1,0,7.711457303172274,192.15370770338373,13.642210223182147,1719.852037437005,1.6873355896841435,127.82785097192226,0.056473704973006196,72.8401727861771,162.28509719222464,2.227961452928095,8.069114470842333,1.6002547777710205,209.0,6.209281508345979,1246.6799999999998,22.03,89.0,104.0,7.0
89,249,840,135,Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,No Data,CAST,,,,432.0,C,25.0,1631.0,,,12.6,,,,,10.1016/j.jallcom.2018.10.168,2018,840,Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,1291.94,1327.06,7294.74626680066,9.149658183715225e-08,89.97527175458764,30982.959707034515,-83555.56123655553,0.0196078431372549,0.19607843137254904,0.19607843137254904,0.19607843137254904,,0.19607843137254904,0.19607843137254904,,,,,,,,,,,,,,,,603.090692665201,No Data,0,0,0,0,0,0,1,0,7.952145298924738,216.47058823529412,10.466666666666669,1784.1827450980395,0.26473087274125345,127.06607843137256,0.036914060446717654,68.74509803921569,160.31372549019608,2.332002281802624,7.901960784313727,1.6743892670438891,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,115.0,104.0,7.0
90,250,841,135,Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,No Data,CAST,0.2,,,511.0,C,25.0,1836.0,,,4.9,,,,,10.1016/j.jallcom.2018.10.168,2018,841,Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.11994175108078815,0.8800582489192119,,,,Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,1290.66,1326.5,7143.017056154067,2.3094100956775518e-07,88.2671765574642,25760.818792851427,-86603.29696480052,0.05660377358490566,0.18867924528301888,0.18867924528301888,0.18867924528301888,,0.18867924528301888,0.18867924528301888,,,,,,,,,,,,,,,,736.1085574725363,No Data,0,0,0,0,0,0,1,0,7.753881476323804,210.9433962264151,10.147169811320756,1752.074716981132,0.5717960128159487,127.67377358490566,0.04331838645981683,67.13207547169812,157.13207547169813,2.340640809443508,7.716981132075471,1.7358562245765254,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,115.0,104.0,7.0
91,251,842,135,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1,No Data,CAST,,,,553.0,C,25.0,1932.0,,,3.8,,,,,10.1016/j.jallcom.2018.10.168,2018,842,Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.713529381937,No Data,0,0,0,0,0,0,1,0,7.570036840821119,205.81818181818184,9.850909090909092,1722.3018181818184,0.8343090909090911,128.2372727272727,0.04800079781384773,65.63636363636363,154.18181818181816,2.3490304709141276,7.545454545454546,1.7677614722893293,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,115.0,104.0,7.0
92,252,843,135,Al0.7 Co1 Cr1 Fe1 Mn1 Ni1,No Data,CAST,0.2,,,622.0,C,25.0,2230.0,,,1.69,,,,,10.1016/j.jallcom.2018.10.168,2018,843,Al0.7 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,SIGMA#1,,0.12951794319737833,0.4570410992502093,0.3791494652037791,0.034291492348633275,,Al0.7 Co1 Cr1 Fe1 Mn1 Ni1,1292.16,1363.81,6966.404463452442,3.6460198264141174e-07,83.45429737310928,14561.419357841001,-91675.90119812713,0.12280701754385966,0.17543859649122806,0.17543859649122806,0.17543859649122806,,0.17543859649122806,0.17543859649122806,,,,,,,,,,,,,,,,884.8682703386827,No Data,0,0,0,0,0,0,1,0,7.399093583248449,201.05263157894734,9.575438596491228,1694.6182456140348,1.0592166820560174,128.76122807017543,0.05158033550629654,64.24561403508771,151.43859649122805,2.3571818678317857,7.385964912280702,1.7842683609382433,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,115.0,104.0,7.0
93,257,866,141,Al1 Co1 Cr1 Ni1,No Data,CAST,,,,1183.0,C,25.0,1750.0,,16.7,,,,,,10.1016/j.jallcom.2018.11.057,2018,866,Al1 Co1 Cr1 Ni1,SS+IM,BCC_B2#2,SIGMA#1,,,,0.804086876266392,0.19591312373360806,,,,Al1 Co1 Cr1 Ni1,1367.6,1455.63,6759.249259446744,3.4167867040776104e-07,71.5935027088865,-4317.393515334565,-95455.92246374708,0.25,0.25,,0.25,,0.25,,,,,,,,,,,,,,,,,1180.293904891971,No Data,0,0,0,0,0,0,1,0,6.908213243012454,189.5,13.25,1652.33,1.9449687500000001,129.4425,0.061244730902382895,73.0,149.0,2.041095890410959,7.0,1.3862943611198906,209.0,6.209281508345979,1246.6799999999998,18.579999999999984,89.0,104.0,7.0
94,262,885,146,Cr1 Mo1 Nb1 Ta1 V1 W1,No Data,POWDER,1.24,,,1010.0,C,25.0,3416.0,,5.3,,,7946.0,,,10.1016/j.jallcom.2018.11.318,2018,885,Cr1 Mo1 Nb1 Ta1 V1 W1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.16590482846150206,0.834095171538498,,,,Cr1 Mo1 Nb1 Ta1 V1 W1,2195.59,2540.18,11459.595033042495,0.0,83.67765986090076,22969.667258670477,-83551.99374425624,,,,,,0.16666666666666666,,0.16666666666666666,0.16666666666666666,,,,0.16666666666666666,,,,0.16666666666666666,,0.16666666666666666,,,,862.5184073168709,No Data,0,0,0,0,0,0,1,0,11.368733699220037,239.66666666666666,157.16666666666666,2832.333333333333,1.6684888888888882,135.89499999999998,0.046486613498120194,75.0,204.99999999999997,2.733333333333333,5.499999999999999,1.7917594692280547,306.0,13.29116231165218,1515.0,18.090000000000003,141.0,150.0,1.0
95,278,1075,163,Cr0.286 Mo0.476 Nb1 Ta0.024 Ti0.31 V0.286,No Data,POWDER,0.075,,8.02,741.0,C,25.0,2680.0,,,,,,,,10.1016/j.ijrmhm.2019.02.009,2019,1075,Cr0.286 Mo0.476 Nb1 Ta0.024 Ti0.31 V0.286,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.09076856585610844,0.9092314341438916,,,,Cr0.286 Mo0.476 Nb1 Ta0.024 Ti0.31 V0.286,2009.95,2307.68,7884.487915637332,0.0,83.64141279268165,26110.13203116228,-80365.38645392147,,,,,,0.1200671704450042,,0.4198152812762385,0.1998320738874895,0.1301427371956339,,,0.1200671704450042,,,,0.010075566750629723,,,,,,613.7819469685879,No Data,0,0,0,0,0,0,1,0,7.997896187242854,175.66330814441648,130.5054575986566,2542.8144416456757,1.6392760791297165,138.48031905961375,0.04835623564080521,45.82199832073888,172.08228379513014,3.7554513138124377,5.189756507136859,1.5068745082980544,224.0,12.175346107203493,1349.0,21.24000000000001,95.0,120.0,2.0
96,288,1161,176,Mo1 Nb1 Re0.5 W1,BCC,CAST,,,,473.0,C,25.0,896.0,,10.4,7.08,,,,,10.1016/j.jallcom.2018.11.111,2018,1161,Mo1 Nb1 Re0.5 W1,SS+IM,BCC_B2#1,SIGMA#1,,,,0.7608784088415814,0.2391215911584186,,,,Mo1 Nb1 Re0.5 W1,2638.43,2710.15,13497.72465795566,0.0,80.01027395440619,15819.764971508146,-86033.31377245093,,,,,,,,0.2857142857142857,0.2857142857142857,,,,,,,,,,0.2857142857142857,,0.14285714285714285,,368.4537309440482,BCC,1,0,0,0,0,0,0,0,13.922569832231027,307.57142857142856,506.14285714285705,3162.857142857142,0.5079102040816326,138.45999999999998,0.020468570947760653,88.0,255.71428571428572,2.905844155844156,5.857142857142857,1.351783994289646,358.0,12.437976463673145,945.0,6.640000000000015,158.0,200.0,2.0
97,289,1162,176,C0.2 Mo1 Nb1 Re0.5 Ta0.2 W1,No Data,CAST,,,,510.0,C,25.0,1074.0,,12.1,8.33,,,,,10.1016/j.jallcom.2018.11.111,2018,1162,C0.2 Mo1 Nb1 Re0.5 Ta0.2 W1,SS+IM,BCC_B2#1,FCC_L12#1,SIGMA#1,SIGMA#2,,0.7571700704280027,0.0923324124681036,0.12209703082573715,0.028400486278156563,,C0.2 Mo1 Nb1 Re0.5 Ta0.2 W1,2372.49,2696.61,13498.326434584396,0.0,78.85704642919319,9294.606615473112,-91090.41348888981,,,,,,,,0.2564102564102564,0.2564102564102564,,,0.05128205128205128,,,,,0.05128205128205128,,0.2564102564102564,,0.1282051282051282,,1651.5555490303238,No Data,0,0,0,0,0,0,1,0,13.466292731665128,285.56410256410254,475.9743589743589,3250.3589743589746,1.506936489151874,135.55641025641023,0.10212746261820084,82.5128205128205,241.4358974358974,2.9260410192666253,5.717948717948717,1.614912131405758,463.0,18.746081025146474,1992.0,65.7,178.0,337.0,3.0
98,290,1163,176,C0.4 Mo1 Nb1 Re0.5 Ta0.4 W1,No Data,CAST,,,,558.0,C,25.0,1144.0,,12.7,8.81,,,,,10.1016/j.jallcom.2018.11.111,2018,1163,C0.4 Mo1 Nb1 Re0.5 Ta0.4 W1,SS+IM,BCC_B2#1,FCC_L12#1,SIGMA#1,,,0.6629453160687342,0.17086068561609946,0.16619399831516646,,,C0.4 Mo1 Nb1 Re0.5 Ta0.4 W1,2424.02,2651.73,13489.291451640953,0.0,76.77326321600219,2988.450582808983,-94743.91349116182,,,,,,,,0.2325581395348837,0.2325581395348837,,,0.0930232558139535,,,,,0.0930232558139535,,0.2325581395348837,,0.11627906976744184,,2305.4956409050133,No Data,0,0,0,0,0,0,1,0,13.094904393995211,267.65116279069764,451.41860465116275,3321.581395348837,2.276484369929692,133.19302325581396,0.1361130266466672,78.04651162790698,229.81395348837208,2.944576877234803,5.604651162790698,1.7096862263691206,463.0,18.746081025146474,1992.0,65.7,178.0,337.0,3.0
99,291,1164,176,C0.5 Mo1 Nb1 Re0.5 Ta0.5 W1,No Data,CAST,,,,583.0,C,25.0,1202.0,,14.2,10.25,,,,,10.1016/j.jallcom.2018.11.111,2018,1164,C0.5 Mo1 Nb1 Re0.5 Ta0.5 W1,SS+IM,BCC_B2#1,FCC_L12#1,SIGMA#1,,,0.6244121250883435,0.2051452071812069,0.17044266773044953,,,C0.5 Mo1 Nb1 Re0.5 Ta0.5 W1,2443.85,2623.49,13488.469080991928,0.0,75.85764841040681,324.1298953777696,-96242.6565310701,,,,,,,,0.2222222222222222,0.2222222222222222,,,0.1111111111111111,,,,,0.1111111111111111,,0.2222222222222222,,0.1111111111111111,,2540.815230269624,No Data,0,0,0,0,0,0,1,0,12.93396944767158,259.88888888888886,440.77777777777777,3352.4444444444443,2.5977999999999994,132.1688888888889,0.14837526384418315,76.11111111111111,224.77777777777777,2.9532846715328467,5.555555555555555,1.7351264569629226,463.0,18.746081025146474,1992.0,65.7,178.0,337.0,3.0
100,292,1165,176,C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,No Data,CAST,,,,615.0,C,25.0,1241.0,,13.8,9.64,,,,,10.1016/j.jallcom.2018.11.111,2018,1165,C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,SS+IM,BCC_B2#1,FCC_L12#1,SIGMA#1,,,0.5931393769736959,0.23676471313271316,0.17009590989359086,,,C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,2461.0,2698.5,13490.204286621232,0.0,75.05089394766362,-2032.7215587261785,-97572.50955410195,,,,,,,,0.2127659574468085,0.2127659574468085,,,0.1276595744680851,,,,,0.1276595744680851,,0.2127659574468085,,0.10638297872340426,,2736.552102617602,No Data,0,0,0,0,0,0,1,0,12.786731092524429,252.78723404255317,431.04255319148933,3380.68085106383,2.8853316432775005,131.23191489361702,0.1587256983615892,74.34042553191489,220.17021276595744,2.9616485403548944,5.51063829787234,1.7517251339924302,463.0,18.746081025146474,1992.0,65.7,178.0,337.0,3.0
