,level_0,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Delta_SS,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
0,0,0,27,Al0.25 Co1 Fe1 Ni1,FCC,CAST,,7.9,,138.0,C,25.0,158.0,,,,196.0,,,,10.1016/j.jmmm.2014.07.023,2014,0,Al0.25 Co1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.01899247369138256,0.9810075263086174,,,,Al0.25 Co1 Fe1 Ni1,1412.32,1425.73,7699.385531005523,8.944551842917012e-08,85.50701943530186,23594.857283763373,-85255.57845737587,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.3076923076923077,,,,,,,,,,,,,,,,,,,757.0648561967529,FCC,0,0,0,1,0,0,0,0,8.090586171253424,196.15384615384616,13.132307692307695,1704.7169230769232,0.779084023668639,126.03153846153847,0.03937400021506519,73.6923076923077,168.92307692307693,2.292275574112735,8.538461538461538,1.2852930241200995,141.0,6.209281508345979,877.68,19.049999999999983,56.0,104.0,7.0
1,1,1,27,Al0.5 Co1 Fe1 Ni1,FCC+BCC,CAST,,7.4,,212.0,C,25.0,346.0,,,,187.0,,,,10.1016/j.jmmm.2014.07.023,2014,1,Al0.5 Co1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.451416232111425,0.5485837678885749,,,,Al0.5 Co1 Fe1 Ni1,1364.36,1375.31,7543.4192784700135,9.163243135265698e-08,81.505914238115,12329.606963477476,-91427.42186164293,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,996.8130641755881,FCC+BCC,0,0,0,0,1,0,0,0,7.705412444735323,187.14285714285714,12.337142857142858,1649.6171428571429,1.3081918367346939,127.25571428571428,0.05113747554175704,70.28571428571428,162.28571428571428,2.3089430894308944,8.142857142857142,1.351783994289646,141.0,6.209281508345979,877.68,19.049999999999983,56.0,104.0,7.0
2,2,2,27,Al0.75 Co1 Fe1 Ni1,FCC+BCC,CAST,,7.0,,385.0,C,25.0,794.0,,,,179.0,,,,10.1016/j.jmmm.2014.07.023,2014,2,Al0.75 Co1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.8585099591293718,0.14149004087062822,,,,Al0.75 Co1 Fe1 Ni1,1364.68,1441.62,7421.969267067488,9.530826119165641e-08,77.91649926052301,2433.00123745358,-96754.7023211922,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,,,,,,,,,,,,,,,,,,,1103.9522612222086,FCC+BCC,0,0,0,0,1,0,0,0,7.3715952150863,179.33333333333334,11.648,1601.864,1.6939822222222223,128.31666666666666,0.05794483155324039,67.33333333333333,156.53333333333333,2.324752475247525,7.799999999999999,1.3792922544726758,141.0,6.209281508345979,877.68,19.049999999999983,56.0,104.0,7.0
3,3,3,27,Al1 Co1 Fe1 Ni1,BCC,CAST,,6.6,,456.0,C,25.0,964.0,,,,173.0,,,,10.1016/j.jmmm.2014.07.023,2014,3,Al1 Co1 Fe1 Ni1,SS,BCC_B2#2,,,,,1.0,,,,,Al1 Co1 Fe1 Ni1,1411.37,1506.37,7271.157917304312,1.7691299836515978e-07,75.16487466376934,-5578.5351879615755,-101263.42063493996,0.25,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,1147.438821998342,BCC,1,0,0,0,0,0,0,0,7.079505139143408,172.5,11.045,1560.08,1.9761187500000004,129.245,0.062262132711620385,64.75,151.5,2.33976833976834,7.5,1.3862943611198906,141.0,6.209281508345979,877.68,19.049999999999983,56.0,104.0,7.0
4,4,4,27,Co1 Fe1 Ni1,FCC,CAST,,8.5,,125.0,C,25.0,204.0,,,,207.0,,,,10.1016/j.jmmm.2014.07.023,2014,4,Co1 Fe1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Fe1 Ni1,1456.44,1456.71,8050.1899742390515,0.0,85.74441294646181,32507.232323115804,-76645.4053577301,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,24.066360677393803,FCC,0,0,0,1,0,0,0,0,8.539955518857877,206.66666666666666,14.059999999999999,1769.0,0.048088888888888875,124.60333333333332,0.00321174712185282,77.66666666666666,176.66666666666666,2.274678111587983,9.0,1.0986122886681096,11.0,1.030566679008885,83.0,0.9799999999999898,7.0,10.0,2.0
5,5,6,27,Co1 Fe1 Ni1 Si0.25,FCC,CAST,,7.7,,149.0,C,25.0,196.0,,,,194.0,,,,10.1016/j.jmmm.2014.07.023,2014,6,Co1 Fe1 Ni1 Si0.25,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Fe1 Ni1 Si0.25,1350.82,1393.24,7784.159713713171,0.0,85.14997167664329,21723.332032215414,-86672.58191215151,,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.07692307692307693,,,,,,,,,,,,,,,,,,243.17689057082148,FCC,0,0,0,1,0,0,0,0,8.062175422178287,194.3846153846154,13.132307692307695,1762.6923076923078,2.0214224852071014,123.8876923076923,0.02024973591097083,71.6923076923077,170.76923076923077,2.3819742489270386,8.615384615384617,1.2852930241200995,164.0,6.578621246322763,124.0,9.799999999999997,82.0,80.0,6.0
6,6,7,27,Co1 Fe1 Ni1 Si0.5,FCC+Sec.,CAST,,7.1,,287.0,C,25.0,476.0,,,,,,,,10.1016/j.jmmm.2014.07.023,2014,7,Co1 Fe1 Ni1 Si0.5,SS+IM,FCC_L12#1,NI31SI12#1,,,,0.8744289015221055,0.12557109847789458,,,,Co1 Fe1 Ni1 Si0.5,1155.86,1288.97,7478.230593791316,0.0,83.00496463452592,13828.199948575057,-91837.12003117644,,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,,,,,,,,,,,,,,,,,,334.96065509436914,FCC+Sec.,0,0,0,0,0,1,0,0,7.652649625024353,183.85714285714286,12.337142857142858,1757.2857142857142,3.4505918367346946,123.27428571428571,0.026578977642089004,66.57142857142857,165.7142857142857,2.489270386266094,8.285714285714285,1.351783994289646,164.0,6.578621246322763,124.0,9.799999999999997,82.0,80.0,6.0
7,7,8,27,Co1 Fe1 Ni1 Si0.75,FCC+Sec.,CAST,,6.6,,570.0,C,25.0,1301.0,,,,,,,,10.1016/j.jmmm.2014.07.023,2014,8,Co1 Fe1 Ni1 Si0.75,SS+IM,CO2SI_C23#1,FCC_L12#1,NI31SI12#1,,,0.30018802287751484,0.6222676056292684,0.07754437149321672,,,Co1 Fe1 Ni1 Si0.75,1153.1,1169.94,7133.49140400425,0.0,80.32759021549836,7026.209803097841,-95230.81254123156,,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.2,,,,,,,,,,,,,,,,,,386.1685157900543,FCC+Sec.,0,0,0,0,0,1,0,0,7.297727267490944,174.73333333333335,11.648000000000001,1752.6000000000001,4.49338488888889,122.74266666666666,0.03045810114269827,62.13333333333333,161.33333333333334,2.5965665236051505,7.999999999999999,1.3792922544726758,164.0,6.578621246322763,124.0,9.799999999999997,82.0,80.0,6.0
8,19,56,2,Al0.7 Co0.3 Cr1 Fe1 Ni1,FCC+BCC+B2,POWDER,,6.8,,624.0,C,25.0,2033.0,2635.0,8.0,,,,,,10.1016/j.matdes.2013.04.061,2013,56,Al0.7 Co0.3 Cr1 Fe1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,,,0.417554651464651,0.528095829432332,0.054349519103016906,,,Al0.7 Co0.3 Cr1 Fe1 Ni1,1302.7,1349.06,7005.709133785598,3.493053646624566e-07,78.88210098423752,11166.919075865835,-89249.99547706851,0.175,0.075,0.25,0.25,,0.25,,,,,,,,,,,,,,,,,1120.8397423951676,FCC+Sec.,0,0,0,0,0,1,0,0,7.12884551204088,200.425,8.245000000000001,1725.681,1.4121974374999997,127.84225,0.05527551341413191,78.425,154.3,1.9674848581447244,7.199999999999999,1.5390104366336141,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,89.0,104.0,7.0
9,33,82,8,Al1 Co1 Cr1 Fe1 Nb0.1 Ni1,BCC,CAST,,6.8,,569.0,C,25.0,1641.0,3285.0,,17.0,192.0,,,,10.1016/j.msea.2011.10.110,2011,82,Al1 Co1 Cr1 Fe1 Nb0.1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,SIGMA#1,,0.15865134352190913,0.7023785181976478,0.057813860284989575,0.08115627799545339,,Al1 Co1 Cr1 Fe1 Nb0.1 Ni1,1255.66,1392.95,7143.716332992038,3.758298740621968e-07,77.52098947953964,4680.386317181762,-94003.83329027225,0.19607843137254904,0.19607843137254904,0.19607843137254904,0.19607843137254904,,0.19607843137254904,,0.0196078431372549,,,,,,,,,,,,,,,1168.0711506580462,BCC,1,0,0,0,0,0,0,0,7.130898685731723,192.0588235294118,13.956862745098043,1704.9647058823534,1.7810676662821996,128.66274509803924,0.05908463833499134,74.07843137254902,153.52941176470588,2.0725251455796716,7.15686274509804,1.6743892670438891,209.0,6.209281508345979,1816.6799999999998,19.049999999999983,89.0,104.0,7.0
10,34,83,8,Al1 Co1 Cr1 Fe1 Nb0.25 Ni1,BCC+Laves (C14),CAST,,6.8,,668.0,C,25.0,1959.0,3008.0,,11.0,,,,,10.1016/j.msea.2011.10.110,2011,83,Al1 Co1 Cr1 Fe1 Nb0.25 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,,,0.19530071390693352,0.6475350047476244,0.1571642813454421,,,Al1 Co1 Cr1 Fe1 Nb0.25 Ni1,1257.43,1373.81,7249.405774422215,3.884666290111796e-07,77.54258075713155,3975.8286113938625,-94735.87669243461,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047,,0.19047619047619047,,0.047619047619047616,,,,,,,,,,,,,,,1198.1935659933965,BCC+Sec.,0,0,1,0,0,0,0,0,7.172262007809352,189.57142857142858,18.700952380952383,1734.8228571428572,2.0231664399092972,129.06952380952382,0.060890251159916,73.04761904761904,154.0,2.108213820078227,7.095238095238095,1.7242420937997176,209.0,6.209281508345979,1816.6799999999998,19.049999999999983,89.0,104.0,7.0
11,35,84,8,Al1 Co1 Cr1 Fe1 Nb0.5 Ni1,BCC+Laves (C14),CAST,,7.0,,747.0,C,25.0,2473.0,3170.0,,4.0,,,,,10.1016/j.msea.2011.10.110,2011,84,Al1 Co1 Cr1 Fe1 Nb0.5 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,,,0.13050850949966109,0.5660236845102878,0.3034678059900511,,,Al1 Co1 Cr1 Fe1 Nb0.5 Ni1,1260.17,1441.72,7435.686376907917,4.4765665497799405e-07,77.25101893465187,2498.107610982052,-95842.43949282977,0.18181818181818185,0.18181818181818185,0.18181818181818185,0.18181818181818185,,0.18181818181818185,,0.09090909090909093,,,,,,,,,,,,,,,1231.6837802015675,BCC+Sec.,0,0,1,0,0,0,0,0,7.236187141929324,185.72727272727272,26.032727272727275,1780.9672727272728,2.363419834710744,129.69818181818184,0.06323169841968299,71.45454545454545,154.72727272727272,2.1653944020356235,7.0,1.7677614722893296,209.0,6.209281508345979,1816.6799999999998,19.049999999999983,89.0,104.0,7.0
12,46,113,14,Al1 Co1 Cr1 Fe1 Ni1 Ti0.5,BCC+BCC,CAST,,6.4,,178.0,C,25.0,2260.0,3140.0,24.4,23.0,178.0,,,,10.1063/1.2734517,,113,Al1 Co1 Cr1 Fe1 Ni1 Ti0.5,SS+IM,BCC_B2#1,BCC_B2#3,,,,0.2076702417511478,0.7923297582488522,,,,Al1 Co1 Cr1 Fe1 Ni1 Ti0.5,1215.34,1344.89,6680.349668813676,5.160727864225593e-07,76.96398832546386,480.9596431837977,-97494.1974951317,0.18181818181818185,0.18181818181818185,0.18181818181818185,0.18181818181818185,,0.18181818181818185,,,,0.09090909090909093,,,,,,,,,,,,,1319.146728230398,BCC+BCC,0,1,0,0,0,0,0,0,6.865574845638358,186.72727272727272,10.66909090909091,1707.4218181818183,2.2623272727272736,129.99363636363637,0.0670328186464979,72.0,149.27272727272728,2.0732323232323235,6.909090909090908,1.7677614722893296,209.0,6.209281508345979,1246.6799999999998,22.03,89.0,104.0,7.0
13,48,125,16,Al0.2 Co1 Cr1 Fe1 Mn1 Ni1,FCC,CAST,,7.7,,171.0,T,25.0,220.0,,56.0,,214.0,,,,10.1016/j.actamat.2013.09.037,2013,125,Al0.2 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.02433136248912733,0.9756686375108726,,,,Al0.2 Co1 Cr1 Fe1 Mn1 Ni1,1293.02,1327.83,7197.296734502175,2.0348327403293808e-07,89.54544323891831,28846.123841693963,-85145.22540144906,0.038461538461538464,0.1923076923076923,0.1923076923076923,0.1923076923076923,,0.1923076923076923,0.1923076923076923,,,,,,,,,,,,,,,,676.6330682313196,FCC,0,0,0,1,0,0,0,0,7.851107004714645,213.6538461538461,10.303846153846152,1767.8199999999997,0.4243232248520711,127.37576923076921,0.04039094746029339,67.9230769230769,158.69230769230765,2.336353340883352,7.807692307692307,1.7105600837579242,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,115.0,104.0,7.0
14,49,126,16,Al0.38 Co1 Cr1 Fe1 Mn1 Ni1,FCC,CAST,,7.5,,182.0,T,25.0,244.0,,45.0,,209.0,,,,10.1016/j.actamat.2013.09.037,2013,126,Al0.38 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.19115147631972226,0.8088485236802778,,,,Al0.38 Co1 Cr1 Fe1 Mn1 Ni1,1286.78,1324.44,7099.912544717722,2.5822447067507034e-07,87.2977602686061,23418.126264677787,-87711.92255725777,0.07063197026022305,0.1858736059479554,0.1858736059479554,0.1858736059479554,,0.1858736059479554,0.1858736059479554,,,,,,,,,,,,,,,,775.7564741811784,FCC,0,0,0,1,0,0,0,0,7.678703372586647,208.8475836431227,10.026022304832715,1739.8999256505579,0.68172738077141,127.90420074349443,0.04535357988229088,66.52044609665428,155.92565055762083,2.34402593047949,7.646840148698885,1.7510307403408765,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,115.0,104.0,7.0
15,50,127,16,Al0.43 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,,7.4,,183.0,T,25.0,285.0,,35.0,,208.0,,,,10.1016/j.actamat.2013.09.037,2013,127,Al0.43 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.23332202539209024,0.7666779746079098,,,,Al0.43 Co1 Cr1 Fe1 Mn1 Ni1,1285.08,1332.26,7073.000984657084,2.782642279021164e-07,86.71702970511416,22011.684150084515,-88379.09466452578,0.07918968692449356,0.1841620626151013,0.1841620626151013,0.1841620626151013,,0.1841620626151013,0.1841620626151013,,,,,,,,,,,,,,,,797.5481661090198,FCC+BCC,0,0,0,0,1,0,0,0,7.6328419603160516,207.56906077348066,9.952117863720074,1732.4728545119704,0.7470337359122806,128.04476979742174,0.04651035263013877,66.14732965009208,155.18968692449354,2.3461217216994266,7.604051565377532,1.7587728595861103,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,115.0,104.0,7.0
16,51,128,16,Al0.49 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,,7.4,,220.0,T,25.0,331.0,,29.0,,206.0,,,,10.1016/j.actamat.2013.09.037,2013,128,Al0.43 Co1 Cr1 Fe1 Mn1 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0539346252093,FCC+BCC,0,0,0,0,1,0,0,0,7.578910944356313,206.0655737704918,9.865209471766848,1723.7389435336975,0.8221288250536659,128.210072859745,0.047796428570479395,65.70856102003643,154.32422586520946,2.348616732272551,7.553734061930783,1.7665970068984809,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,115.0,104.0,7.0
17,52,129,16,Al0.56 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,,7.3,,278.0,T,25.0,526.0,,16.0,,204.0,,,,10.1016/j.actamat.2013.09.037,2013,129,Al0.43 Co1 Cr1 Fe1 Mn1 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.2512479831282,FCC+BCC,0,0,0,0,1,0,0,0,7.51746256556046,204.35251798561148,9.766187050359711,1713.7876258992806,0.9054487345375497,128.39841726618704,0.049171947915259466,65.20863309352518,153.33812949640287,2.3515004413062663,7.496402877697841,1.7739970933958809,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,115.0,104.0,7.0
18,53,130,16,Al0.62 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,,7.2,,405.0,T,25.0,833.0,,5.0,,203.0,,,,10.1016/j.actamat.2013.09.037,2013,130,Al0.62 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,,,0.07645624761575677,0.3861687482486663,0.5373750041355768,,,Al0.62 Co1 Cr1 Fe1 Mn1 Ni1,1288.06,1356.13,6980.380586199223,3.4900697387684825e-07,84.59119142320581,16939.70326092593,-90744.88342081504,0.11032028469750887,0.17793594306049826,0.17793594306049826,0.17793594306049826,,0.17793594306049826,0.17793594306049826,,,,,,,,,,,,,,,,863.5488635672356,FCC+BCC,0,0,0,0,1,0,0,0,7.466010872689708,202.91814946619218,9.683274021352313,1705.455231316726,0.9733764136725724,128.55612099644128,0.050255871806274534,64.79003558718861,152.51245551601426,2.3539492475008243,7.448398576512456,1.7790687095612334,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,115.0,104.0,7.0
19,54,137,16,Co1 Cr1 Fe1 Mn1 Ni1,FCC,CAST,,8.0,,176.0,T,25.0,208.0,,62.0,,219.0,,,,10.1016/j.actamat.2013.09.037,2013,137,Co1 Cr1 Fe1 Mn1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Cr1 Fe1 Mn1 Ni1,1287.68,1323.0,7409.685999597155,0.0,89.924604839068,32920.0650626063,-81553.95689752724,,0.2,0.2,0.2,,0.2,0.2,,,,,,,,,,,,,,,,510.4065362905951,FCC,0,0,0,1,0,0,0,0,8.057225124903232,219.4,10.636000000000001,1801.2000000000003,0.09190400000000001,126.744,0.032674732986031595,69.60000000000001,162.0,2.3275862068965516,8.0,1.6094379124341005,81.0,1.7157342635327018,661.0,10.879999999999995,115.0,60.0,4.0
20,55,141,17,Co1 Cr1 Fe1 Mn1 Ni1 V0.25,No Data,ANNEAL,130.0,7.9,,144.0,C,25.0,200.0,,,75.0,215.0,,,,10.1016/j.jallcom.2014.12.157,2014,141,Co1 Cr1 Fe1 Mn1 Ni1 V0.25,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Cr1 Fe1 Mn1 Ni1 V0.25,1273.39,1305.88,7319.737028139671,0.0,90.34106840681,31745.75701726648,-83258.42306460267,,0.19047619047619047,0.19047619047619047,0.19047619047619047,,0.19047619047619047,0.19047619047619047,,,,,,0.047619047619047616,,,,,,,,,,505.8833252564338,No Data,0,0,0,0,0,0,1,0,7.965108520970111,215.04761904761907,20.605714285714285,1819.3809523809523,0.16823310657596374,126.97523809523808,0.0328546541934793,68.52380952380952,161.9047619047619,2.36275191104934,7.857142857142857,1.7242420937997178,151.0,2.784659066038288,664.0,10.879999999999995,115.0,60.0,5.0
21,56,143,17,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,FCC,ANNEAL,250.0,7.8,,275.0,C,25.0,620.0,,,75.0,211.0,,,,10.1016/j.jallcom.2014.12.157,2014,143,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,1254.25,1286.99,7237.940507882648,0.0,90.23569472168914,30838.649360508043,-84031.39002020226,,0.18181818181818185,0.18181818181818185,0.18181818181818185,,0.18181818181818185,0.18181818181818185,,,,,,0.09090909090909093,,,,,,,,,,500.06019651310936,FCC,0,0,0,1,0,0,0,0,7.881366153758182,211.0909090909091,29.66909090909091,1835.909090909091,0.2306198347107439,127.18545454545456,0.032929154609294804,67.54545454545455,161.8181818181818,2.395693135935397,7.727272727272727,1.7677614722893296,151.0,2.784659066038288,664.0,10.879999999999995,115.0,60.0,5.0
22,57,144,17,Co1 Cr1 Fe1 Mn1 Ni1 V0.75,FCC+Sec.,ANNEAL,500.0,7.7,,380.0,C,25.0,740.0,1325.0,,7.8,,,,,10.1016/j.jallcom.2014.12.157,2014,144,Co1 Cr1 Fe1 Mn1 Ni1 V0.75,SS+IM,BCC_B2#1,FCC_L12#1,,,,0.0768319005020244,0.9231680994979756,,,,Co1 Cr1 Fe1 Mn1 Ni1 V0.75,1242.73,1269.06,7172.0541254890795,0.0,90.01978616614107,30173.45789173543,-84421.72989776214,,0.17391304347826084,0.17391304347826084,0.17391304347826084,,0.17391304347826084,0.17391304347826084,,,,,,0.13043478260869565,,,,,,,,,,493.3853576625002,FCC+Sec.,0,0,0,0,0,1,0,0,7.804905731521205,207.47826086956522,37.944347826086954,1851.0,0.28175652173913057,127.37739130434781,0.03292435662855739,66.65217391304347,161.73913043478262,2.4266144814090027,7.608695652173913,1.786723603389926,151.0,2.784659066038288,664.0,10.879999999999995,115.0,60.0,5.0
23,58,146,17,Co1 Cr1 Fe1 Mn1 Ni1 V1,FCC+Sec.,ANNEAL,12.0,7.7,,636.0,C,25.0,1660.0,1845.0,,0.5,,,,,10.1016/j.jallcom.2014.12.157,2014,146,Co1 Cr1 Fe1 Mn1 Ni1 V1,SS+IM,BCC_B2#1,FCC_L12#1,,,,0.2274929823816178,0.7725070176183821,,,,Co1 Cr1 Fe1 Mn1 Ni1 V1,1233.37,1285.67,7123.345046298125,0.0,89.83462081999961,29735.863273719722,-84623.60903013978,,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.16666666666666666,,,,,,0.16666666666666666,,,,,,,,,,486.172436157562,FCC+Sec.,0,0,0,0,0,1,0,0,7.7348170111373085,204.16666666666666,45.53,1864.8333333333333,0.32374722222222235,127.55333333333331,0.03285943919257192,65.83333333333333,161.66666666666666,2.4556962025316458,7.499999999999999,1.7917594692280547,151.0,2.784659066038288,664.0,10.879999999999995,115.0,60.0,5.0
24,59,150,19,Al1 Cr1 Fe1 Ni1,No Data,CAST,,6.3,,472.0,C,25.0,1406.0,2927.0,,29.0,190.0,,,,10.1016/j.jallcom.2013.03.253,2013,150,Al1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#1,BCC_B2#3,,,,0.451216244005858,0.5487837559941421,,,,Al1 Cr1 Fe1 Ni1,1354.22,1377.53,6532.4598506977845,2.0665193489024966e-06,75.4941577599788,4094.5299802163863,-92009.53284823665,0.25,,0.25,0.25,,0.25,,,,,,,,,,,,,,,,,1215.8849731785772,No Data,0,0,0,0,0,0,1,0,6.668539895624089,190.0,6.295,1663.08,1.7780187500000002,129.1975,0.06247735853784257,74.75,146.5,1.959866220735786,6.75,1.3862943611198906,209.0,6.209281508345979,1246.6799999999998,19.049999999999983,89.0,104.0,7.0
25,60,152,19,Al1 Cr1 Fe1 Mo0.2 Ni1,No Data,CAST,,6.5,,549.0,C,25.0,1487.0,3222.0,,29.0,197.0,,,,10.1016/j.jallcom.2013.03.253,2013,152,Al1 Cr1 Fe1 Mo0.2 Ni1,SS+IM,BCC_B2#1,BCC_B2#3,SIGMA#1,,,0.3083486658809886,0.5100114303527845,0.18163990376622685,,,Al1 Cr1 Fe1 Mo0.2 Ni1,1348.41,1392.32,6742.751650244531,2.0660854704271333e-06,75.82113227945929,5283.133440235245,-91237.16795151649,0.2380952380952381,,0.2380952380952381,0.2380952380952381,,0.2380952380952381,,,0.047619047619047616,,,,,,,,,,,,,,1185.7501421456845,No Data,0,0,0,0,0,0,1,0,6.838044900086704,196.61904761904762,11.233333333333334,1721.790476190476,1.8171950113378683,129.53380952380954,0.06191187814325725,72.14285714285714,150.47619047619045,2.0858085808580857,6.7142857142857135,1.5117244258814226,259.0,7.529990989339018,1962.6799999999998,19.049999999999983,95.0,154.0,7.0
26,61,153,19,Al1 Cr1 Fe1 Mo0.5 Ni1,No Data,CAST,,6.8,,622.0,C,25.0,1749.0,2644.0,,13.0,205.0,,,,10.1016/j.jallcom.2013.03.253,2013,153,Al1 Cr1 Fe1 Mo0.5 Ni1,SS+IM,BCC_B2#3,SIGMA#1,,,,0.4656918058403763,0.5343081941596236,,,,Al1 Cr1 Fe1 Mo0.5 Ni1,1348.9,1447.85,7014.218495509072,2.2169848990301117e-06,74.74028353500184,5299.3206552647525,-89845.06028479259,0.2222222222222222,,0.2222222222222222,0.2222222222222222,,0.2222222222222222,,,0.1111111111111111,,,,,,,,,,,,,,1138.8537156267794,No Data,0,0,0,0,0,0,1,0,7.064051572703525,205.44444444444446,17.817777777777778,1800.0711111111111,1.8501654320987657,129.98222222222222,0.06098783987971151,68.66666666666667,155.77777777777777,2.268608414239482,6.666666666666667,1.5810937501718236,259.0,7.529990989339018,1962.6799999999998,19.049999999999983,95.0,154.0,7.0
27,62,154,19,Al1 Cr1 Fe1 Mo0.8 Ni1,B2+Sec.,CAST,,7.0,,854.0,C,25.0,1513.0,1513.0,,0.0,,,,,10.1016/j.jallcom.2013.03.253,2013,154,Al1 Cr1 Fe1 Mo0.8 Ni1,SS+IM,BCC_B2#2,SIGMA#1,,,,0.4146042744548142,0.5853957255451858,,,,Al1 Cr1 Fe1 Mo0.8 Ni1,1350.86,1532.22,7225.24343259403,2.09968704204714e-06,74.6132551319885,6586.1729038610165,-88396.50087916033,0.20833333333333331,,0.20833333333333331,0.20833333333333331,,0.20833333333333331,,,0.16666666666666669,,,,,,,,,,,,,,1091.8714280654197,Other,0,0,0,0,0,0,0,1,7.261807411243244,213.16666666666669,23.57916666666667,1868.5666666666668,1.8609539930555563,130.37458333333333,0.06001620998458509,65.62500000000001,160.41666666666669,2.444444444444444,6.625,1.605806509799547,259.0,7.529990989339018,1962.6799999999998,19.049999999999983,95.0,154.0,7.0
