,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0.1,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Delta_SS,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
8,9,37,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,24.0,8.2,,,T,25.0,274.0,708.0,39.0,,225.0,,,,10.1016/j.actamat.2014.08.026,2014,9,Co1 Cr1 Fe1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Cr1 Fe1 Ni1,1443.15,1446.49,7754.82119663362,0.0,87.01984222422941,35081.65101086715,-75694.60814057686,,0.25,0.25,0.25,,0.25,,,,,,,,,,,,,,,,,22.655654317059593,FCC,0,0,0,1,0,0,0,0,8.202891950346727,224.75,12.795,1871.75,0.07347500000000008,124.68,0.0029767955662328197,87.0,172.5,1.9827586206896552,8.25,1.3862943611198906,79.0,1.7157342635327018,452.0,0.9799999999999898,40.0,20.0,4.0
9,10,37,Co1 Cr1 Mn1 Ni1,FCC,WROUGHT,36.0,8.1,,,T,25.0,282.0,694.0,44.0,,222.0,,,,10.1016/j.actamat.2014.08.026,2014,10,Co1 Cr1 Mn1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Cr1 Mn1 Ni1,1236.75,1277.31,7350.511682686302,0.0,87.4334503296302,31469.189830109037,-79833.59243951022,,0.25,,0.25,,0.25,0.25,,,,,,,,,,,,,,,,525.9240442226281,FCC,0,0,0,1,0,0,0,0,8.102314198794764,221.5,13.25,1798.75,0.11150000000000004,127.4,0.034471314580021506,66.5,160.0,2.406015037593985,8.0,1.3862943611198906,81.0,1.7157342635327018,661.0,10.409999999999997,115.0,60.0,4.0
10,11,37,Co1 Cr1 Ni1,FCC,WROUGHT,41.0,8.3,,,T,25.0,300.0,860.0,60.0,,229.0,,,,10.1016/j.actamat.2014.08.026,2014,11,Co1 Cr1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Cr1 Ni1,1434.19,1440.17,7800.688665413716,0.0,83.30374815756097,34266.357459383136,-71779.313945192,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,10.744452717538962,FCC,0,0,0,1,0,0,0,0,8.311566324016603,229.3333333333333,17.0,1892.0,0.08106666666666681,124.86666666666666,0.0016853917904606894,88.66666666666666,173.33333333333331,1.954887218045113,8.333333333333332,1.0986122886681096,79.0,1.7157342635327018,452.0,0.5099999999999909,40.0,20.0,4.0
11,12,37,Co1 Fe1 Mn1 Ni1,FCC,WROUGHT,48.0,8.2,,,T,25.0,170.0,550.0,41.0,,205.0,,,,10.1016/j.actamat.2014.08.026,2014,12,Co1 Fe1 Mn1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Fe1 Mn1 Ni1,1262.42,1303.71,7539.957031657788,0.0,90.63068437805366,31373.007364328038,-83999.85384893428,,0.25,0.25,0.25,,,0.25,,,,,,,,,,,,,,,,512.5805211888896,FCC,0,0,0,1,0,0,0,0,8.273606094925723,204.5,11.045,1706.5,0.09627499999999994,127.2025,0.03549623405780239,58.25,162.5,2.7896995708154506,8.5,1.3862943611198906,13.0,1.432877685216727,292.0,10.879999999999995,82.0,60.0,3.0
12,14,37,Co1 Mn1 Ni1,FCC,WROUGHT,32.0,8.4,,,T,25.0,231.0,653.0,38.0,,202.0,,,,10.1016/j.actamat.2014.08.026,2014,14,Co1 Mn1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Mn1 Ni1,1183.3,1218.8,7549.550817281432,0.0,89.3350398867427,30399.364175374838,-83324.14160044862,,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,491.12577436018415,FCC,0,0,0,1,0,0,0,0,8.405851850121927,202.3333333333333,14.666666666666664,1671.6666666666665,0.11626666666666655,128.23,0.03736753139391829,50.33333333333333,160.0,3.178807947019868,8.666666666666666,1.0986122886681096,11.0,1.432877685216727,249.0,10.409999999999997,76.0,60.0,3.0
13,15,37,Fe1 Mn1 Ni1,FCC,WROUGHT,30.0,8.1,,,T,25.0,221.0,602.0,36.0,,203.0,,,,10.1016/j.actamat.2014.08.026,2014,15,Fe1 Mn1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Fe1 Mn1 Ni1,1214.79,1262.53,7297.068278701462,0.0,88.39916255867084,30862.793924227735,-81669.34001296024,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,535.1229958701076,FCC,0,0,0,1,0,0,0,0,8.086287386937443,203.0,5.393333333333333,1686.0,0.09946666666666662,127.90333333333334,0.039262214981877167,52.66666666666666,156.66666666666666,2.9746835443037973,8.333333333333332,1.0986122886681096,13.0,1.432877685216727,292.0,10.879999999999995,82.0,60.0,3.0
14,16,46,Co1 Cr1 Fe1 Nb0.103 Ni1,FCC+Laves (C14),CAST,175.0,8.2,,,T,25.0,318.0,622.0,19.0,,,,,,10.1016/j.intermet.2015.01.004,2015,16,Co1 Cr1 Fe1 Nb0.103 Ni1,SS+IM,C14_LAVES#1,FCC_L12#1,,,,0.0466948202803312,0.9533051797196688,,,,Co1 Cr1 Fe1 Nb0.103 Ni1,1280.03,1406.82,7812.592816943658,0.0,87.02721931676592,33829.005476973645,-76956.64471326939,,0.2437241043139167,0.2437241043139167,0.2437241043139167,,0.2437241043139167,,0.025103582744333414,,,,,,,,,,,,,,,409.4788054101557,FCC+Sec.,0,0,0,0,0,1,0,0,8.212323943969567,221.74384596636608,16.992444552766273,1893.797221545211,0.4505820360900572,125.13738727760176,0.022965101498271728,85.76992444552766,172.43724104313918,2.0104627835209743,8.168413356080919,1.4687795170299998,174.0,1.7157342635327018,1022.0,18.78,77.0,20.0,5.0
15,17,46,Co1 Cr1 Fe1 Nb0.155 Ni1,FCC+Laves (C14),CAST,175.0,8.2,,,T,25.0,322.0,744.0,23.0,,,,,,10.1016/j.intermet.2015.01.004,2015,17,Co1 Cr1 Fe1 Nb0.155 Ni1,SS+IM,C14_LAVES#1,FCC_L12#1,,,,0.09475647458405384,0.905243525415946,,,,Co1 Cr1 Fe1 Nb0.155 Ni1,1276.6,1386.25,7856.326395855498,0.0,86.7570379627424,32944.80684862939,-77496.90247794168,,0.2406738868832732,0.2406738868832732,0.2406738868832732,,0.2406738868832732,,0.03730445246690735,,,,,,,,,,,,,,,521.3429212244656,FCC+Sec.,0,0,0,0,0,1,0,0,8.216908091443193,220.2827918170879,19.032490974729246,1904.5126353790615,0.6268163999994211,125.35968712394708,0.02769601921459163,85.17208182912155,172.40673886883275,2.024216564469185,8.128760529482554,1.4938602442207085,174.0,1.7157342635327018,1022.0,18.78,77.0,20.0,5.0
16,18,46,Co1 Cr1 Fe1 Nb0.206 Ni1,FCC+Laves (C14),CAST,175.0,8.2,,,T,25.0,403.0,807.0,9.0,,,,,,10.1016/j.intermet.2015.01.004,2015,18,Co1 Cr1 Fe1 Nb0.206 Ni1,SS+IM,C14_LAVES#1,FCC_L12#1,,,,0.14053238922766514,0.8594676107723349,,,,Co1 Cr1 Fe1 Nb0.206 Ni1,1276.4,1365.78,7898.212302020344,0.0,86.50032317991814,32101.994264820518,-78012.91714321531,,0.2377555872563005,0.2377555872563005,0.2377555872563005,,0.2377555872563005,,0.04897765097479792,,,,,,,,,,,,,,,612.465383174687,FCC+Sec.,0,0,0,0,0,1,0,0,8.22129398070075,218.88492629576803,20.984308131241086,1914.764621968616,0.7911136164196294,125.57237280076085,0.031447098268605325,84.6000951022349,172.37755587256302,2.0375574715873968,8.090822634331909,1.5138908449218933,174.0,1.7157342635327018,1022.0,18.78,77.0,20.0,5.0
17,19,46,Co1 Cr1 Fe1 Nb0.309 Ni1,FCC+Laves (C14),CAST,175.0,8.2,,,T,25.0,479.0,879.0,4.0,,,,,,10.1016/j.intermet.2015.01.004,2015,19,Co1 Cr1 Fe1 Nb0.309 Ni1,SS+IM,C14_LAVES#1,FCC_L12#1,,,,0.22912191902108825,0.7708780809789118,,,,Co1 Cr1 Fe1 Nb0.309 Ni1,1275.95,1323.77,7979.95094863625,0.0,86.00545571488333,30469.689305341035,-79015.25581970545,,0.23207240659085634,0.23207240659085634,0.23207240659085634,,0.23207240659085634,,0.0717103736365746,,,,,,,,,,,,,,,759.6622993919467,FCC+Sec.,0,0,0,0,0,1,0,0,8.22983518764158,216.16268275702018,24.78533302390345,1934.7296356463214,1.0989599073778509,125.9865630076584,0.03742051652067232,83.48619169180785,172.32072406590854,2.0640625781810296,8.016941285681133,1.5449235255271976,174.0,1.7157342635327018,1022.0,18.78,77.0,20.0,5.0
18,20,46,Co1 Cr1 Fe1 Nb0.412 Ni1,FCC+Laves (C14),CAST,175.0,8.2,,,T,25.0,638.0,1004.0,1.0,,,,,,10.1016/j.intermet.2015.01.004,2015,20,Co1 Cr1 Fe1 Nb0.412 Ni1,SS+IM,C14_LAVES#1,FCC_L12#1,,,,0.31293017099998394,0.6870698290000161,,,,Co1 Cr1 Fe1 Nb0.412 Ni1,1275.45,1281.18,8058.157795247338,0.0,85.54005499190582,28925.016919855,-79967.47308484111,,0.2266545784224841,0.2266545784224841,0.2266545784224841,,0.2266545784224841,,0.09338168631006348,,,,,,,,,,,,,,,873.2153363117964,FCC+Sec.,0,0,0,0,0,1,0,0,8.237977598428785,213.5675430643699,28.408884859474163,1953.7624660018128,1.3775322227601474,126.38141432456936,0.04204080615828251,82.42429737080687,172.2665457842249,2.089997140154432,7.946509519492293,1.5671326242853258,174.0,1.7157342635327018,1022.0,18.78,77.0,20.0,5.0
20,67,5,Al1 Co1 Cr1 Fe1 Ni1,BCC,CAST,,6.7,,,C,25.0,1251.0,2004.0,,33.0,194.0,,,,10.1016/j.msea.2008.01.064,2008,67,Al1 Co1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,SIGMA#1,,,0.22126745146095653,0.7346867968088496,0.044045751730193865,,,Al1 Co1 Cr1 Fe1 Ni1,1347.12,1406.68,7062.143540615294,3.4543338290717766e-07,77.6386083917439,5383.755516096053,-93450.19296659392,0.2,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,1142.5797450719467,BCC,1,0,0,0,0,0,0,0,7.1019443602773835,193.8,10.636,1684.064,1.601344,128.378,0.05766911951084501,74.80000000000003,153.2,2.048128342245989,7.200000000000001,1.6094379124341005,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
21,68,6,Al1 C0.1 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,6.7,,,C,25.0,957.0,2550.0,,11.0,213.0,,,,10.1016/j.jallcom.2010.10.047,2010,68,Al1 C0.1 Co1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#2,M23C6#1,,0.055788374390508835,0.7340514801227352,0.12464401959830262,0.08551612588845331,,Al1 C0.1 Co1 Cr1 Fe1 Ni1,1303.14,1418.26,7046.1931405516125,3.610425060261893e-07,76.51074861290886,4225.6457906709775,-93172.53719356198,0.19607843137254904,0.19607843137254904,0.19607843137254904,0.19607843137254904,,0.19607843137254904,,,,,,0.0196078431372549,,,,,,,,,,,1378.9172712687534,BCC+Sec.,0,0,1,0,0,0,0,0,7.007210360996952,190.00000000000003,10.898039215686277,1744.0235294117651,1.6651983852364478,127.37647058823532,0.0800195859700693,73.33333333333334,150.843137254902,2.056951871657754,7.1372549019607865,1.6743892670438891,279.0,6.636925111370555,3808.68,65.86999999999999,115.0,147.0,7.0
22,69,6,Al1 C0.2 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,6.8,,,C,25.0,906.0,2386.0,,9.0,151.0,,,,10.1016/j.jallcom.2010.10.047,2010,69,Al1 C0.2 Co1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#2,M23C6#1,,,0.7913244531426239,0.0365551753964982,0.17212037146087786,,,Al1 C0.2 Co1 Cr1 Fe1 Ni1,1305.05,1446.28,7082.852172728756,2.724916443528445e-07,74.77738553438151,2361.9603763851887,-92829.65140888245,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.1923076923076923,,0.1923076923076923,,,,,,0.038461538461538464,,,,,,,,,,,1581.859681416339,BCC+Sec.,0,0,1,0,0,0,0,0,6.91611997707346,186.34615384615384,11.15,1801.6769230769225,1.7230036982248518,126.41346153846152,0.09662152557781177,71.9230769230769,148.5769230769231,2.065775401069519,7.0769230769230775,1.7105600837579242,279.0,6.636925111370555,3808.68,65.86999999999999,115.0,147.0,7.0
23,70,6,Al1 C0.3 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,6.8,,,C,25.0,867.0,2178.0,,8.0,137.0,,,,10.1016/j.jallcom.2010.10.047,2010,70,Al1 C0.3 Co1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#2,M23C6#1,M7C3#1,,0.7973353022023871,0.023766926105532042,0.03869817953590512,0.14019959215617586,,Al1 C0.3 Co1 Cr1 Fe1 Ni1,1310.26,1481.16,7075.229938782915,2.564654739762272e-07,74.03267748551653,1914.9948021475955,-92328.60363691494,0.18867924528301888,0.18867924528301888,0.18867924528301888,0.18867924528301888,,0.18867924528301888,,,,,,0.05660377358490566,,,,,,,,,,,1759.7055052812304,BCC+Sec.,0,0,1,0,0,0,0,0,6.828466966128215,182.8301886792453,11.39245283018868,1857.154716981132,1.7753018867924528,125.4867924528302,0.11014094989966927,70.56603773584906,146.3962264150944,2.0745989304812835,7.018867924528303,1.7358562245765254,279.0,6.636925111370555,3808.68,65.86999999999999,115.0,147.0,7.0
24,71,6,Al1 C0.4 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,6.8,,,C,25.0,1056.0,2375.0,,7.0,156.0,,,,10.1016/j.jallcom.2010.10.047,2010,71,Al1 C0.4 Co1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#2,M7C3#1,,,,0.7805159406059266,0.21948405939407345,,,,Al1 C0.4 Co1 Cr1 Fe1 Ni1,1314.9,1495.79,7090.853587630212,2.166038595954505e-07,72.87637312197779,997.1156616252347,-91774.50732265251,0.1851851851851852,0.1851851851851852,0.1851851851851852,0.1851851851851852,,0.1851851851851852,,,,,,0.07407407407407407,,,,,,,,,,,1917.603477713823,BCC+Sec.,0,0,1,0,0,0,0,0,6.7440603629957545,179.44444444444443,11.625925925925927,1910.5777777777773,1.82258024691358,124.59444444444445,0.12163942263202605,69.25925925925925,144.29629629629628,2.083422459893048,6.962962962962963,1.7542723411164625,279.0,6.636925111370555,3808.68,65.86999999999999,115.0,147.0,7.0
25,72,6,Al1 C0.5 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,6.8,,,C,25.0,1060.0,2250.0,,6.0,181.0,,,,10.1016/j.jallcom.2010.10.047,2010,72,Al1 C0.5 Co1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#2,M7C3#1,,,,0.7278422029056256,0.2721577970943743,,,,Al1 C0.5 Co1 Cr1 Fe1 Ni1,1312.72,1506.24,7090.042594391237,1.9469221234575984e-07,72.11247683912161,834.6480335914291,-90964.53498261039,0.18181818181818185,0.18181818181818185,0.18181818181818185,0.18181818181818185,,0.18181818181818185,,,,,,0.09090909090909093,,,,,,,,,,,2059.06932037915,BCC+Sec.,0,0,1,0,0,0,0,0,6.662723090886295,176.1818181818182,11.850909090909093,1962.0581818181815,1.8652776859504137,123.73454545454544,0.13167284628890838,68.0,142.27272727272728,2.0922459893048133,6.909090909090909,1.7677614722893291,279.0,6.636925111370555,3808.68,65.86999999999999,115.0,147.0,7.0
26,73,6,Al0.667 C1 Co0.667 Cr0.667 Fe0.667 Ni0.667,BCC+Sec.,CAST,,7.0,,,C,25.0,1255.0,2083.0,,6.0,73.0,,,,10.1016/j.jallcom.2010.10.047,2010,73,Al0.667 C1 Co0.667 Cr0.667 Fe0.667 Ni0.667,SS+IM,BCC_B2#2,GRAPHITE#1,M7C3#1,,,0.5801111820035433,0.111234713226105,0.3086541047703517,,,Al0.667 C1 Co0.667 Cr0.667 Fe0.667 Ni0.667,1284.49,1948.38,6509.827207392445,2.0355900770512052e-07,66.24719072404928,4070.4235814580506,-80262.25021025668,0.15386389850057672,0.15386389850057672,0.15386389850057672,0.15386389850057672,,0.15386389850057672,,,,,,0.2306805074971165,,,,,,,,,,,2935.244907254728,BCC+Sec.,0,0,1,0,0,0,0,0,5.9874267216840815,149.09411764705885,13.718814302191465,2389.4702283737024,2.111307680192208,116.59530103806229,0.1927695965171472,57.54509803921571,125.47220299884658,2.180415140023571,6.461822376009227,1.7782692578165469,279.0,6.636925111370555,3808.68,65.86999999999999,115.0,147.0,7.0
27,74,6,Al1 C1 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,6.9,,,C,25.0,1251.0,2166.0,,7.0,75.0,,,,10.1016/j.jallcom.2010.10.047,2010,74,Al1 C1 Co1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#2,GRAPHITE#1,M7C3#1,,,0.6207002632818868,0.049049794918471216,0.330249941799642,,,Al1 C1 Co1 Cr1 Fe1 Ni1,1284.49,1636.71,6810.871609626287,2.0355900770511515e-07,69.27697568053759,2920.444064362669,-85269.14597696166,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,,,,,,0.16666666666666666,,,,,,,,,,,2591.713676384838,BCC+Sec.,0,0,1,0,0,0,0,0,6.296705366393723,161.5,12.863333333333333,2193.72,2.0226583333333337,119.865,0.16852120591613862,62.33333333333333,133.16666666666666,2.136363636363636,6.666666666666666,1.7917594692280547,279.0,6.636925111370555,3808.68,65.86999999999999,115.0,147.0,7.0
28,76,7,Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,BCC,CAST,,6.8,,,C,25.0,1804.0,2280.0,,9.0,196.0,,,,10.1016/j.msea.2010.07.028,2010,76,Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,SS+IM,BCC_B2#2,SIGMA#1,,,,0.6860331317099275,0.3139668682900724,,,,Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,1329.6,1394.58,7190.489075368152,4.1511340367736994e-07,76.76840574265466,4000.826157918971,-93725.35435248043,0.19607843137254904,0.19607843137254904,0.19607843137254904,0.19607843137254904,,0.19607843137254904,,,0.0196078431372549,,,,,,,,,,,,,,1134.3002658847913,BCC,1,0,0,0,0,0,0,0,7.163242411827612,196.45098039215688,12.584313725490198,1707.8274509803925,1.6367366397539411,128.53254901960787,0.057662556547461184,73.72549019607844,154.7058823529412,2.0984042553191493,7.176470588235294,1.6743892670438891,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
29,77,7,Al1 Co1 Cr1 Fe1 Mo0.2 Ni1,BCC+Sec.,CAST,,6.9,,,C,25.0,2456.0,2953.0,,3.0,,,,,10.1016/j.msea.2010.07.028,2010,77,Al1 Co1 Cr1 Fe1 Mo0.2 Ni1,SS+IM,BCC_B2#2,SIGMA#1,,,,0.6355885569219626,0.3644114430780374,,,,Al1 Co1 Cr1 Fe1 Mo0.2 Ni1,1330.16,1383.47,7264.191978257809,4.4365999137311887e-07,76.63418707778321,3775.100039889068,-93780.22011012897,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.1923076923076923,,0.1923076923076923,,,0.038461538461538464,,,,,,,,,,,,,,1125.5257188291516,BCC+Sec.,0,0,1,0,0,0,0,0,7.2221828460105195,199.0,14.457692307692305,1730.6769230769225,1.6682485207100592,128.68115384615385,0.05763259835039353,72.6923076923077,156.15384615384613,2.1481481481481484,7.1538461538461515,1.7105600837579242,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
30,78,7,Al1 Co1 Cr1 Fe1 Mo0.3 Ni1,BCC+Sec.,CAST,,7.0,,,C,25.0,2649.0,3208.0,,3.0,,,,,10.1016/j.msea.2010.07.028,2010,78,Al1 Co1 Cr1 Fe1 Mo0.3 Ni1,SS+IM,BCC_B2#2,SIGMA#1,,,,0.5913338781524159,0.408666121847584,,,,Al1 Co1 Cr1 Fe1 Mo0.3 Ni1,1334.69,1460.8,7329.803777690196,4.801840195708007e-07,76.54917016800053,3707.275071259515,-93739.81855260515,0.18867924528301888,0.18867924528301888,0.18867924528301888,0.18867924528301888,,0.18867924528301888,,,0.05660377358490566,,,,,,,,,,,,,,1116.3414302340132,BCC+Sec.,0,0,1,0,0,0,0,0,7.278899112865777,201.4528301886793,16.260377358490565,1752.6641509433966,1.6962392310430765,128.82415094339623,0.057582000526308234,71.6981132075472,157.54716981132074,2.1973684210526314,7.132075471698114,1.7358562245765254,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
31,79,7,Al1 Co1 Cr1 Fe1 Mo0.4 Ni1,BCC+Sec.,CAST,,7.0,,,C,25.0,2670.0,3161.0,,3.0,,,,,10.1016/j.msea.2010.07.028,2010,79,Al1 Co1 Cr1 Fe1 Mo0.4 Ni1,SS+IM,BCC_B2#2,SIGMA#1,,,,0.5533222351625708,0.4466777648374292,,,,Al1 Co1 Cr1 Fe1 Mo0.4 Ni1,1341.5,1527.26,7388.705990656646,5.21881057210079e-07,76.4981720043666,3748.450308393135,-93633.72265316556,0.1851851851851852,0.1851851851851852,0.1851851851851852,0.1851851851851852,,0.1851851851851852,,,0.07407407407407407,,,,,,,,,,,,,,1106.8217324530851,BCC+Sec.,0,0,1,0,0,0,0,0,7.3335147772449085,203.8148148148148,17.996296296296293,1773.8370370370371,1.721031550068587,128.96185185185186,0.05751317848445878,70.74074074074073,158.88888888888889,2.2460732984293195,7.111111111111112,1.7542723411164625,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
32,80,7,Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec.,CAST,,7.1,,,C,25.0,2757.0,3036.0,,3.0,,,,,10.1016/j.msea.2010.07.028,2010,80,Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,SS+IM,BCC_B2#2,SIGMA#1,,,,0.5206924161692195,0.4793075838307805,,,,Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,1349.41,1581.87,7442.321872590653,5.667399116531616e-07,76.4654990727172,3862.347659622258,-93478.23265994676,0.18181818181818185,0.18181818181818185,0.18181818181818185,0.18181818181818185,,0.18181818181818185,,,0.09090909090909093,,,,,,,,,,,,,,1097.031393483267,BCC+Sec.,0,0,1,0,0,0,0,0,7.386144417464802,206.0909090909091,19.66909090909091,1794.24,1.7429157024793394,129.09454545454545,0.057428255532700485,69.81818181818183,160.1818181818182,2.294270833333333,7.09090909090909,1.7677614722893296,259.0,7.529990989339018,1962.68,19.049999999999983,95.0,154.0,7.0
36,102,12,Al1 Co1 Cr1 Fe1 Ni1 Si1,BCC+Sec.,CAST,,5.7,,,C,25.0,2411.0,2950.0,,1.0,,,,,10.1016/j.msea.2010.07.049,2010,102,Al1 Co1 Cr1 Fe1 Ni1 Si1,SS+IM,BCC_B2#1,BCC_B2#2,CO2SI_C23#1,CR3SI_A15#1,,0.10256474140759828,0.5742542903251819,0.07520051612932457,0.2479804521378953,,Al1 Co1 Cr1 Fe1 Ni1 Si1,1115.69,1371.17,6535.8018935872315,1.1944713303218538e-06,72.6015802615389,-10104.298679462154,-102526.11035240117,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,1187.8464444142605,BCC+Sec.,0,0,1,0,0,0,0,0,6.30642267723502,169.33333333333334,9.196666666666667,1684.553333333333,4.202222222222224,126.19833333333332,0.06602703251611128,62.33333333333333,144.33333333333331,2.3155080213903743,6.666666666666668,1.7917594692280547,232.0,6.578621246322763,1246.6799999999996,27.86999999999999,115.0,104.0,7.0
37,103,12,Al1 Co1 Cr1 Fe1 Ni1 Si0.2,BCC,CAST,,6.5,,,C,25.0,1265.0,2173.0,,14.0,188.0,,,,10.1016/j.msea.2010.07.049,2010,103,Al1 Co1 Cr1 Fe1 Ni1 Si0.2,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,,,0.3080890820677689,0.6563131851737465,0.035597732758484615,,,Al1 Co1 Cr1 Fe1 Ni1 Si0.2,1211.48,1400.66,6932.8149461751245,4.736665867945123e-07,77.72409589457288,2307.815252764114,-96634.95882102716,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.038461538461538464,0.1923076923076923,,,,,,,,,,,,,,,,,1164.6520626522242,BCC,1,0,0,0,0,0,0,0,6.918362433421452,188.15384615384613,10.303846153846152,1684.176923076923,2.3033609467455625,127.875,0.0600819261880758,71.9230769230769,151.15384615384613,2.1016042780748667,7.0769230769230775,1.7105600837579242,232.0,6.578621246322763,1246.6799999999996,27.86999999999999,115.0,104.0,7.0
38,104,12,Al1 Co1 Cr1 Fe1 Ni1 Si0.4,BCC,CAST,,6.2,,,C,25.0,1481.0,2444.0,,13.0,183.0,,,,10.1016/j.msea.2010.07.049,2010,104,Al1 Co1 Cr1 Fe1 Ni1 Si0.4,SS+IM,BCC_B2#1,BCC_B2#2,CR3SI_A15#1,FCC_L12#1,,0.19898962574446746,0.6619407559866359,0.1282365259663817,0.010833092302514757,,Al1 Co1 Cr1 Fe1 Ni1 Si0.4,1141.53,1392.73,6854.911707376079,5.190894862031915e-07,75.8404822245262,-2277.577424052397,-98822.51129587428,0.1851851851851852,0.1851851851851852,0.1851851851851852,0.1851851851851852,0.07407407407407407,0.1851851851851852,,,,,,,,,,,,,,,,,1178.7030042167098,BCC,1,0,0,0,0,0,0,0,6.748379167814108,182.9259259259259,9.996296296296297,1684.2814814814817,2.898908093278464,127.40925925925926,0.062040506658402265,69.25925925925925,149.2592592592593,2.1550802139037435,6.962962962962963,1.7542723411164625,232.0,6.578621246322763,1246.6799999999996,27.86999999999999,115.0,104.0,7.0
